domain,Include as News? (Y/N),Coding Notes,score,rounded_n_shares,rounded_n_accts,fb_score,mturk_score,budak_score,allsides_score,allsides_score_community,pew_score,news_fakenews_proj,news_googlenews,news_manual,news_tvnews_data,news_webshrinker,news_ribiero,news_n,news_is_news
savageminds.org,,,-0.839,400,100,,,,,,,,,,,1,1,1,1
action.mediamatters.org,,,-0.7991,100,100,,,,,,,,,,,1,1,1,1
washingtoninformer.com,,,-0.7248,300,100,,,,,,,,,,,1,1,1,1
onlabor.org,,,-0.9169,100,100,,,,,,,,,,,1,1,1,1
powerhousearena.com,,,-0.686,100,100,,,,,,,,,,,1,1,1,1
reallifemag.com,,,-0.8756,200,100,,,,,,,,,,,1,1,1,1
coloradopols.com,,,-0.7973,200,100,,,,,,,,,,,1,1,1,1
nativeappropriations.com,,,-0.7571,100,100,,,,,,,,0,,,1,1,1,1
mississippitoday.org,,,-0.7571,100,100,,,,,,,,0,,,1,1,1,1
eugeneweekly.com,,,-0.7197,200,100,,,,,,,,,,1,1,1,2,1
windycitymediagroup.com,,,-0.6088,100,100,,,,,,,,,,,1,1,1,1
mediadiversified.org,,,-0.8732,100,100,,,,,,,,0,,,1,1,1,1
theurbandaily.com,,,-0.6088,100,100,,,,,,,,,,,1,1,1,1
crisisgroup.org,,,-0.7172,200,100,,,,,,,,,,,1,1,1,1
mainepublic.org,,,-0.7549,100,100,,,,,,,,,,,1,1,1,1
urbanintellectuals.com,,,-0.7145,200,100,,,,,,,,,,,1,1,1,1
bennorton.com,,,-0.6773,100,100,,,,,,,,,,,1,1,1,1
theybf.com,,,-0.7118,100,100,,,,,,,,0,,,1,1,1,1
madinamerica.com,,,-0.6017,300,100,,,,,,,,,,,1,1,1,1
unep.org,,,-0.6342,100,100,,,,,,,,,,,1,1,1,1
colorofchange.org,,,-0.9554,100,100,,,,,,,,,,,1,1,1,1
flyingkitemedia.com,,,-0.7091,200,100,,,,,,,,,,,1,1,1,1
berfrois.com,,,-0.7874,200,100,,,,,,,,,,,1,1,1,1
nlihc.org,,,-0.6342,200,100,,,,,,,,,,,1,1,1,1
seattlemet.com,,,-0.7063,100,100,,,,,,,,0,,,1,1,1,1
oxfamblogs.org,,,-0.8262,200,100,,,,,,,,,,,1,1,1,1
elevationdcmedia.com,,,-0.7454,200,100,,,,,,,,,,,1,1,1,1
digbysblog.blogspot.com,,,-0.7853,200,100,,,,,,,,,,,1,1,1,1
gaycitynews.nyc,,,-0.9545,200,100,,,,,,,,,,,1,1,1,1
nova-magazine.net,,,-0.7035,100,100,,,,,,,,,,,1,1,1,1
peoplesworld.org,,,-0.7035,100,100,,,,,,,,,,,1,1,1,1
southernfoodways.org,,,-0.665,200,100,,,,,,,,,,,1,1,1,1
thebureauinvestigates.com,,,-0.6238,100,100,,,,,,,,,,,1,1,1,1
egu.eu,,,-0.6238,200,100,,,,,,,,,,,1,1,1,1
smallpondscience.com,,,-0.781,200,100,,,,,,,,,,,1,1,1,1
wdasfm.iheart.com,,,-0.6617,800,100,,,,,,,,,,,1,1,1,1
killscreendaily.com,,,-0.6617,100,100,,,,,,,,,,,1,1,1,1
nyhistory.org,,,-0.7006,100,100,,,,,,,,,,,1,1,1,1
acento.com.do,,,-0.781,400,100,,,,,,,,,,,1,1,1,1
mgafrica.com,,,-0.6584,100,100,,,,,,,,,,,1,1,1,1
scilogs.com,,,-0.6976,200,100,,,,,,,,,,,1,1,1,1
thejosevilson.com,,,-0.8209,200,100,,,,,,,,,,,1,1,1,1
oppositionreport.com,,,-0.7377,200,100,,,,,,,,,,,1,1,1,1
kitchenette.jezebel.com,,,-0.7377,100,100,,,,,,,,,,,1,1,1,1
odi.org,,,-0.8209,200,100,,,,,,,,,,,1,1,1,1
breachrepairers.org,,,-0.8191,100,100,,,,,,,,,,,1,1,1,1
sr.ithaka.org,,,-0.8626,200,100,,,,,,,,,,,1,1,1,1
ilsr.org,,,-0.6915,200,100,,,,,,,,,,,1,1,1,1
epgn.com,,,-0.6127,100,100,,,,,,,,,,,1,1,1,1
malala.org,,,-0.6127,100,100,,,,,,,,0,,,1,1,1,1
madamasr.com,,,-0.6481,200,100,,,,,,,,,,,1,1,1,1
uncannymagazine.com,,,-0.7296,200,100,,,,,,,,,,,1,1,1,1
cyber.harvard.edu,,,-0.7719,100,100,,,,,,,,,,,1,1,1,1
eurasianet.org,,,-0.6088,200,100,,,,,,,,,,,1,1,1,1
politic365.com,,,-0.8152,100,100,,,,,,,,,,,1,1,1,1
littlevillagemag.com,,,-0.6445,200,100,,,,,,,,,,,1,1,1,1
www2.nybooks.com,,,-0.7695,100,100,,,,,,,,,,,1,1,1,1
streetsdept.com,,,-0.9042,200,100,,,,,,,,0,,,1,1,1,1
climatesignals.org,,,-0.9042,200,100,,,,,,,,,,,1,1,1,1
dailytargum.com,,,-0.6009,100,100,,,,-0.5,-0.5,,,,,1,0,1,1,1
queensmuseum.org,,,-0.9021,100,100,,,,,,,,,,,1,1,1,1
fostercampbell2016.com,,,-0.9504,100,100,,,,,,,,0,,,1,1,1,1
dashes.com,,,-0.6334,100,100,,,,,,,,,,,1,1,1,1
reverepress.com,,,-0.8071,100,100,,,,,,,,,,,1,1,1,1
goodblacknews.org,,,-0.715,100,100,,,,,,,,0,,,1,1,1,1
tktk.gawker.com,,,-0.7594,100,100,,,,,,,,,,,1,1,1,1
meganamram.tumblr.com,,,-0.7118,100,100,,,,,,,,0,,,1,1,1,1
thismess.net,,,-0.6681,100,100,,,,,,,,,,,1,1,1,1
nhlabornews.com,,,-0.85,200,100,,,,,,,,,,,1,1,1,1
whitehelmets.org,,,-0.6681,100,100,,,,,,,,0,,,1,1,1,1
east.ucbtheatre.com,,,-0.8027,300,100,,,,,,,,,,,1,1,1,1
icrc.org,,,-0.6255,100,100,,,,,,,,,,,1,1,1,1
bradford-delong.com,,,-0.8005,100,100,,,,,,,,,,,1,1,1,1
narativ.org,,,-0.6645,100,100,,,,,,,,,,,1,1,1,1
ineteconomics.org,,,-0.7086,200,100,,,,,,,,,,,1,1,1,1
journalists.org,,,-0.8005,100,100,,,,,,,,0,,,1,1,1,1
chrisblattman.com,,,-0.8483,100,100,,,,,,,,,,,1,1,1,1
datasmart.ash.harvard.edu,,,-0.6645,100,100,,,,,,,,,,,1,1,1,1
justinccohen.com,,,-0.9474,100,100,,,,,,,,,,,1,1,1,1
topics.nytimes.com,,,-0.6174,100,100,,,,,,,,,,,1,1,1,1
freeindc.blogspot.com,,,-0.7054,100,100,,,,,,,,,,,1,1,1,1
balloon-juice.com,,,-0.7512,200,100,,,,,,,,,,,1,1,1,1
listsofnote.com,,,-0.6174,100,100,,,,,,,,,,,1,1,1,1
dailynous.com,,,-0.6174,300,100,,,,,,,,,,,1,1,1,1
livingcities.org,,,-0.8465,100,100,,,,,,,,,,,1,1,1,1
bkreader.com,,,-0.9467,100,100,,,,,,,,,,,1,1,1,1
gp.org,,,-0.657,100,100,,,,,,,,0,,,1,1,1,1
indypendent.org,,,-0.8937,100,100,,,,,,,,,,,1,1,1,1
cloakinginequity.com,,,-0.6986,100,100,,,,,,,,,,,1,1,1,1
learnprogress.org,,,-0.6531,200,100,,,,,,,1,,,,0,1,1,1
ksj.mit.edu,,,-0.6491,200,100,,,,,,,,,,,1,1,1,1
blackagendareport.com,,,-0.6951,100,100,,,,,,,,,,,1,1,1,1
annoyingactorfriend.com,,,-0.7424,100,100,,,,,,,,0,,,1,1,1,1
msf.org,,,-0.6451,100,100,,,,,,,,1,,,1,1,1,1
vetsforbernie.org,,,-0.6915,100,100,,,,,,,,0,,,1,1,1,1
southernstudies.org,,,-0.8911,200,100,,,,,,,,,,,1,1,1,1
blogs.newschool.edu,,,-1,100,100,,,,,,,,,,,1,1,1,1
hoodline.com,,,-0.6451,100,100,,,,,,,,,,,1,1,1,1
bluevirginia.us,,,-0.7884,100,100,,,,-1,0.5,,,,,,1,1,1,1
netrootsnation.org,,,-0.8911,100,100,,,,,,,,,,,1,1,1,1
thefern.org,,,-0.6915,200,100,,,,,,,,,,,1,1,1,1
elnuevodiario.com.do,,,-0.6409,300,100,,,,,,,,,,,1,1,1,1
voicesofny.org,,,-0.944,100,100,,,,,,,,,,,1,1,1,1
blacknews.com,,,-0.6366,100,100,,,,,,,,,,,1,1,1,1
sherrodbrown.com,,,-0.6366,100,100,,,,,,,,,,,1,1,1,1
garnetnews.com,,,-0.8883,100,100,,,,,,,,,,,1,1,1,1
thesunmagazine.org,,,-0.835,100,100,,,,,,,,,,,1,1,1,1
whatthefuckjusthappenedtoday.com,,,-0.8869,200,100,,,,,,,,,,,1,1,1,1
tuftsdaily.com,,,-0.8329,100,100,,,,,,,,,,1,1,1,2,1
cowbird.com,,,-0.6803,200,100,,,,,,,,,,,1,1,1,1
jacksonfreepress.com,,,-0.8329,100,100,,,,,,,,,,1,1,1,2,1
publicseminar.org,,,-0.9426,100,100,,,,,,,,,,,1,1,1,1
blogs.voanews.com,,,-0.7296,200,100,,,,,,,,,,,1,1,1,1
rooflines.org,,,-0.6803,100,100,,,,,,,,,,,1,1,1,1
undispatch.com,,,-0.7777,100,100,,,,,,,,,,,1,1,1,1
gwtoday.gwu.edu,,,-0.7262,100,100,,,,,,,,0,,,1,1,1,1
airwars.org,,,-0.7777,200,100,,,,,,,,0,,,1,1,1,1
sfbayview.com,,,-0.7262,100,100,,,,,,,,,,1,1,1,2,1
go.justicedemocrats.com,,,-0.8854,100,100,,,,,,,,0,,,1,1,1,1
grapevine.is,,,-0.6723,100,100,,,,,,,,,,,1,1,1,1
thetaskforce.org,,,-0.8839,100,100,,,,,,,,,,,1,1,1,1
boldnebraska.org,,,-0.7748,100,100,,,,,,,,,,,1,1,1,1
worldpolicy.org,,,-0.8839,100,100,,,,,,,,,,,1,1,1,1
wbai.org,,,-0.7748,100,100,,,,,,,,,,,1,1,1,1
washingtonspectator.org,,,-0.941,100,100,,,,,,,,,,,1,1,1,1
jewcy.com,,,-0.7228,100,100,,,,,,,,,,,1,1,1,1
idontdoclubs.com,,,-0.8839,100,100,,,,,,,,,,,1,1,1,1
newamericamedia.org,,,-0.7719,100,100,,,,,,,,,,,1,1,1,1
roxanegay.tumblr.com,,,-0.8823,100,100,,,,,,,,0,,,1,1,1,1
investors.nytco.com,,,-0.7192,100,100,,,,,,,,0,,,1,1,1,1
huffingtonpost.fr,,,-0.7192,100,100,,,,,,,,,,,1,1,1,1
broadstreetreview.com,,,-0.7719,200,100,,,,,,,,,,,1,1,1,1
laborpress.org,,,-0.8823,300,100,,,,,,,,,,,1,1,1,1
chelseanow.com,,,-0.7719,100,100,,,,,,,,,,,1,1,1,1
truthagainstthemachine.com,,,-0.7192,200,100,,,,,,,,0,,,1,1,1,1
onehotmessalaska.blogspot.com,,,-0.7719,100,100,,,,,,,,,,,1,1,1,1
product.voxmedia.com,,,-0.8807,100,100,,,,,,,,,,,1,1,1,1
rooseveltinstitute.org,,,-0.9394,100,100,,,,,,,,,,,1,1,1,1
disabilityvisibilityproject.com,,,-0.8239,200,100,,,,,,,,,,,1,1,1,1
blogs.spjnetwork.org,,,-0.6137,100,100,,,,,,,,0,,,1,1,1,1
citiscope.org,,,-0.7658,100,100,,,,,,,,,,,1,1,1,1
elcaribe.com.do,,,-0.6595,200,100,,,,,,,,,,,1,1,1,1
sapiens.org,,,-0.6595,200,100,,,,,,,,0,,,1,1,1,1
technyc.org,,,-0.7118,100,100,,,,,,,,,,,1,1,1,1
stackedbooks.org,,,-0.8791,100,100,,,,,,,,,,,1,1,1,1
edgemedianetwork.com,,,-0.6088,100,100,,,,,,,,,,,1,1,1,1
thepointmag.com,,,-0.8791,100,100,,,,,,,,,,,1,1,1,1
voxpopulisphere.com,,,-0.6595,100,100,,,,,,,,,,,1,1,1,1
review.gawker.com,,,-0.6595,100,100,,,,,,,,,,,1,1,1,1
providenceonline.com,,,-0.6088,100,100,,,,,,,,,,1,1,1,2,1
futureofmuseums.blogspot.com,,,-0.6088,100,100,,,,,,,,,,,1,1,1,1
justmeans.com,,,-0.6037,100,100,,,,,,,,,,,1,1,1,1
uptownmagazine.com,,,-0.708,100,100,,,,,,,,,,,1,1,1,1
winkprogress.com,,,-0.8774,100,100,,,,,,,,,,,1,1,1,1
democraticreview.com,,,-0.7626,200,100,,,,,,,,,,,1,1,1,1
sevenscribes.com,,,-0.708,100,100,,,,,,,,,,,1,1,1,1
creativetimereports.org,,,-0.8774,300,100,,,,,,,,,,,1,1,1,1
thebernreport.com,,,-0.8756,100,100,,,,,,,,,,,1,1,1,1
huffingtonpost.com.mx,,,-0.704,100,100,,,,,,,,1,,,1,1,1,1
maplight.org,,,-0.704,100,100,,,,,,,,,,,1,1,1,1
denver.streetsblog.org,,,-0.8165,100,100,,,,,,,,,,,1,1,1,1
enca.com,,,-0.7594,100,100,,,,,,,,1,,,1,1,1,1
earlyamericanists.com,,,-0.6457,300,100,,,,,,,,,,,1,1,1,1
crln.acrl.org,,,-0.756,100,100,,,,,,,,,,,1,1,1,1
ditmasparkcorner.com,,,-0.8139,100,100,,,,,,,,,,,1,1,1,1
viewpointmag.com,,,-0.8139,100,100,,,,,,,,,,,1,1,1,1
godcgo.com,,,-0.6409,100,100,,,,,,,,,,,1,1,1,1
thewireless.co.nz,,,-0.872,100,100,,,,,,,,,,,1,1,1,1
radioopensource.org,,,-0.872,100,100,,,,,,,,,,,1,1,1,1
alleghenyfront.org,,,-0.6958,100,100,,,,,,,,,,,1,1,1,1
southernfriedscience.com,,,-0.8112,100,100,,,,,,,,,,,1,1,1,1
wehuntedthemammoth.com,,,-0.872,100,100,,,,,,,,,,,1,1,1,1
nlc.org,,,-0.8112,200,100,,,,,,,,,,,1,1,1,1
nysaflcio.org,,,-0.6915,100,100,,,,,,,,,,,1,1,1,1
mobile.lemonde.fr,,,-0.6359,100,100,,,,,,,,,,,1,1,1,1
international.sueddeutsche.de,,,-0.8701,100,100,,,,,,,,,,,1,1,1,1
aam-us.org,,,-0.6915,100,100,,,,,,,,,,,1,1,1,1
mas.org,,,-0.9339,100,100,,,,,,,,,,,1,1,1,1
popupcity.net,,,-0.8701,100,100,,,,,,,,,,,1,1,1,1
hewlett.org,,,-0.6308,100,100,,,,,,,,,,,1,1,1,1
cgiu.org,,,-0.9329,100,100,,,,,,,,,,,1,1,1,1
htmlgiant.com,,,-0.8681,100,100,,,,,,,,,,,1,1,1,1
artreview.com,,,-0.8057,100,100,,,,,,,,,,,1,1,1,1
africanarguments.org,,,-0.9329,100,100,,,,,,,,,,,1,1,1,1
newsecuritybeat.org,,,-0.7454,100,100,,,,,,,,,,,1,1,1,1
theskanner.com,,,-0.8057,200,100,,,,,,,,,,1,1,1,2,1
thetempest.co,,,-0.8027,100,100,,,,,,,,0,,,1,1,1,1
liberalsociety.com,,,-0.8661,200,100,,,,,,,,,,,1,1,1,1
azhousedemocrats.com,,,-0.9318,700,100,,,,,,,,,,,1,1,1,1
kieranhealy.org,,,-0.6255,100,100,,,,,,,,,,,1,1,1,1
adapt.org,,,-0.7416,100,100,,,,,,,,,,,1,1,1,1
theobamadiary.com,,,-0.8661,100,100,,,,,,,,,,,1,1,1,1
magenta.as,,,-0.6255,100,100,,,,,,,,,,,1,1,1,1
exposedbycmd.org,,,-0.7997,100,100,,,,,,,,,,,1,1,1,1
ejusa.org,,,-0.6779,100,100,,,,,,,,,,,1,1,1,1
equalitync.org,,,-0.864,100,100,,,,,,,,,,,1,1,1,1
mass-creative.org,,,-0.9307,100,100,,,,,,,,,,,1,1,1,1
blackthen.com,,,-0.6779,100,100,,,,,,,,,,,1,1,1,1
dailyo.in,,,-0.6201,100,100,,,,,,,,,,,1,1,1,1
thenewsminute.com,,,-0.6779,100,100,,,,,,,,1,,,1,1,1,1
skunkbear.tumblr.com,,,-0.6779,100,100,,,,,,,,,,,1,1,1,1
niacouncil.org,,,-0.7377,100,100,,,,,,,,,,,1,1,1,1
dissenter.firedoglake.com,,,-0.6201,100,100,,,,,,,,,,,1,1,1,1
usuncut.news,,,-0.6779,100,100,,,,,,,,,,,1,1,1,1
jamaicaplainnews.com,,,-0.9307,100,100,,,,,,,,,,,1,1,1,1
crunkfeministcollective.com,,,-0.864,100,100,,,,,,,,,,,1,1,1,1
india.blogs.nytimes.com,,,-0.6201,100,100,,,,,,,,,,,1,1,1,1
rawprogressive.com,,,-0.7337,100,100,,,,,,,,,,,1,1,1,1
museumtwo.blogspot.com,,,-0.7337,100,100,,,,,,,,,,,1,1,1,1
rendezvous.blogs.nytimes.com,,,-0.7966,100,100,,,,,,,,,,,1,1,1,1
noticiassin.com,,,-0.6731,200,100,,,,,,,,,,,1,1,1,1
other98action.org,,,-0.7337,100,100,,,,,,,,,,,1,1,1,1
mei.edu,,,-0.6731,100,100,,,,,,,,,,,1,1,1,1
mattbruenig.com,,,-0.6145,100,100,,,,,,,,,,,1,1,1,1
rubinmuseum.org,,,-0.9296,100,100,,,,,,,,,,,1,1,1,1
joincampaignzero.org,,,-1,100,100,,,,,,,,0,,,1,1,1,1
edgeonthenet.com,,,-0.7934,100,100,,,,,,,,,,,1,1,1,1
dailynorthwestern.com,,,-0.6088,200,100,,,,-0.5,-0.5,,,,,1,1,1,2,1
mathbabe.org,,,-0.6088,100,100,,,,,,,,,,,1,1,1,1
eiu.com,,,-0.7296,100,100,,,,,,,,,,,1,1,1,1
english.al-akhbar.com,,,-0.7296,100,100,,,,,,,,,,,1,1,1,1
northendwaterfront.com,,,-0.6088,100,100,,,,,,,,,,,1,1,1,1
nationalactionnetwork.net,,,-0.7934,100,100,,,,,,,,,,,1,1,1,1
blogs.afp.com,,,-0.7254,100,100,,,,,,,,,,,1,1,1,1
thechiefleader.com,,,-0.663,100,100,,,,,,,,,,1,1,1,2,1
sfbg.com,,,-0.7254,100,100,,,,,,,,,,,1,1,1,1
cityworldnews.com,,,-0.6029,100,100,,,,,,,,,,,1,1,1,1
progresstribune.com,,,-0.663,200,100,,,,,,,,,,,1,1,1,1
peoplespolicyproject.org,,,-0.9273,100,100,,,,,,,,,,,1,1,1,1
cabinetmagazine.org,,,-0.7254,100,100,,,,,,,,,,,1,1,1,1
schoolbook.org,,,-0.6029,100,100,,,,,,,,,,,1,1,1,1
news.mpbn.net,,,-0.6029,100,100,,,,,,,,,,,1,1,1,1
theshaderoom.com,,,-0.663,100,100,,,,,,,1,,,,1,1,2,1
globalgoals.org,,,-0.6029,100,100,,,,,,,,0,,,1,1,1,1
contexts.org,,,-0.8574,100,100,,,,,,,,,,,1,1,1,1
liberalplug.com,,,-0.7867,100,100,,,,,,,1,,,,0,1,1,1
interactives.ap.org,,,-0.721,100,100,,,,,,,1,,,,0,1,1,1
nabj.org,,,-0.855,100,100,,,,,,,,0,,,1,1,1,1
blog.nclr.org,,,-0.7867,100,100,,,,,,,,,,,1,1,1,1
pleasecutthecrap.com,,,-0.9261,100,100,,,,,,,,,,,1,1,1,1
theaerogram.com,,,-0.7867,100,100,,,,,,,,,,,1,1,1,1
unmultimedia.org,,,-0.6577,100,100,,,,,,,,,,,1,1,1,1
ragingchickenpress.org,,,-0.855,100,100,,,,,,,,,,,1,1,1,1
socialistworker.org,,,-0.7832,100,100,,,,,,,,1,,,1,1,1,1
about.poynter.org,,,-0.7165,100,100,,,,,,,,,,,1,1,1,1
nepr.net,,,-0.9248,100,100,,,,,,,,,,,1,1,1,1
members.actorsequity.org,,,-0.9248,100,100,,,,,,,,0,,,1,1,1,1
theeverlastinggopstoppers.com,,,-0.7165,100,100,-0.8928,,,,,,,,,,1,1,1,1
isthmus.com,,,-0.7832,100,100,,,,,,,,,,1,1,1,2,1
franceculture.fr,,,-0.7165,100,100,,,,,,,,,,,1,1,1,1
republicreport.org,,,-0.9235,100,100,,,,,,,,,,,1,1,1,1
newyork.ucbtheatre.com,,,-0.85,100,100,,,,,,,,,,,1,1,1,1
sf.streetsblog.org,,,-0.6467,100,100,,,,,,,,,,,1,1,1,1
premiumtimesng.com,,,-0.7118,200,100,,,,,,,,,,,1,1,1,1
fpif.org,,,-0.9235,100,100,,,,,,,,,,,1,0,1,1
thefunctionalart.com,,,-0.85,100,100,,,,,,,,,,,1,1,1,1
blog.tstc.org,,,-0.6467,100,100,,,,,,,,,,,1,1,1,1
roarmag.org,,,-0.7118,100,100,,,,,,,,,,,1,1,1,1
ny1noticias.com,,,-0.7118,200,100,,,,,,,,,,,1,1,1,1
earthfirstjournal.org,,,-0.7118,100,100,,,,,,,,,,,1,1,1,1
berniepost.com,,,-1,100,100,,,,,,,,,,,1,1,1,1
transitcenter.org,,,-0.707,200,100,,,,,,,,,,,1,1,1,1
philanthropynewyork.org,,,-0.9221,100,100,,,,,,,,,,,1,1,1,1
youthkiawaaz.com,,,-0.7758,100,100,,,,,,,,,,,1,1,1,1
bklynr.com,,,-0.9221,200,100,,,,,,,,,,,1,1,1,1
comicosity.com,,,-0.6409,100,100,,,,,,,,1,,,1,1,1,1
tuenight.com,,,-0.7758,200,100,,,,,,,,,,,1,1,1,1
apmreports.org,,,-0.6349,100,100,,,,,,,,,,,1,1,1,1
newslo.com,,,-0.702,100,100,,,,,,,1,,,,1,1,2,1
jerseycityindependent.com,,,-0.8447,200,100,,,,,,,,,,,1,1,1,1
muslimgirl.com,,,-0.8447,100,100,,,,,,,,0,,,1,1,1,1
rolandmartinreports.com,,,-0.7719,100,100,,,,,,,,,,,1,1,1,1
surfacemag.com,,,-0.702,100,100,,,,,,,,1,,,1,1,1,1
afroculinaria.com,,,-1,100,100,,,,,,,,,,,1,1,1,1
lunalunamagazine.com,,,-0.7679,100,100,,,,,,,,,,,1,1,1,1
aaja.org,,,-0.6287,100,100,,,,,,,,,0,,1,1,1,1
providenceri.com,,,-0.8419,100,100,,,,,,,,,,,1,1,1,1
bwog.com,,,-0.8419,100,100,,,,,,,,,,,1,1,1,1
brooklynheightsblog.com,,,-0.7679,100,100,,,,,,,,,,,1,1,1,1
portside.org,,,-0.6287,600,100,,,,,,,,,,,1,1,1,1
manhattanda.org,,,-0.6969,100,100,,,,,,,,,,,1,1,1,1
bknation.org,,,-0.6969,100,100,,,,,,,,,,,1,1,1,1
pomona.edu,,,-0.8419,100,100,,,,,,,,,,1,0,1,1,1
scalawagmagazine.org,,,-0.9177,100,100,,,,,,,,,,,1,1,1,1
manhattantimesnews.com,,,-0.839,200,100,,,,,,,,,,,1,1,1,1
thetransportpolitic.com,,,-0.9177,100,100,,,,,,,,,,,1,1,1,1
wqed.org,,,-0.6915,100,100,,,,,,,,,,1,0,1,1,1
resilience.org,,,-0.6915,100,100,,,,,,,,,,,1,1,1,1
voices4hillary.com,,,-0.9177,200,100,,,,,,,,,,,1,1,1,1
fastfoodforward.org,,,-0.9177,100,100,,,,,,,,,,,1,1,1,1
dailytidings.com,,,-0.6915,100,100,,,,,,,,,,1,1,1,2,1
ephemeralnewyork.wordpress.com,,,-0.6223,100,100,,,,,,,,,,,1,1,1,1
dctheatrescene.com,,,-0.839,100,100,,,,,,,,,,,1,1,1,1
realtime.blog.mypalmbeachpost.com,,,-0.6915,100,100,,,,,,,,,,,1,1,1,1
campaigns.gofossilfree.org,,,-0.839,100,100,,,,,,,,,,,1,1,1,1
rjionline.org,,,-0.6915,100,100,,,,,,,,,,,1,1,1,1
wbls.com,,,-0.6223,100,100,,,,,,,,,,,1,1,1,1
santafe.com,,,-0.7637,300,100,,,,,,,,,,,1,1,1,1
joylandmagazine.com,,,-0.9161,100,100,,,,,,,,,,,1,1,1,1
doonesbury.washingtonpost.com,,,-0.9161,100,100,,,,,,,,,,,1,1,1,1
labor411.org,,,-0.686,100,100,,,,,,,,,,,1,1,1,1
ccaa.elpais.com,,,-0.686,100,100,,,,,,,,,,,1,1,1,1
maskmagazine.com,,,-0.9161,100,100,,,,,,,,0,,,1,1,1,1
leftwingnation.org,,,-1,100,100,,,,,,,,,,,1,1,1,1
static.latimes.com,,,-0.6157,100,100,,,,,,,,,,,1,1,1,1
sarahkendzior.com,,,-0.686,100,100,,,,,,,,,,,1,1,1,1
nacto.org,,,-0.7594,100,100,,,,,,,,,,,1,1,1,1
desmog.ca,,,-0.7594,100,100,,,,,,,,,,,1,1,1,1
usmayors.org,,,-0.6157,100,100,,,,,,,,,,,1,1,1,1
tracking-board.com,,,-0.686,100,100,,,,,,,,1,,,1,1,1,1
citizen.education,,,-0.7594,100,100,,,,,,,,,,,1,1,1,1
beyondchron.org,,,-0.7549,100,50,,,,,,,,,,,1,1,1,1
dtrnsfr.us,,,-0.6803,100,50,,,,,,,,,,,1,1,1,1
bloomberg.org,,,-0.9145,100,50,,,,,,,,,,,1,1,1,1
hesherman.com,,,-0.7549,100,50,,,,,,,,,,,1,1,1,1
firstfocus.org,,,-0.9145,100,50,,,,,,,,,,,1,1,1,1
seattleglobalist.com,,,-0.6088,100,50,,,,,,,,1,,,1,1,1,1
harlembespoke.blogspot.com,,,-0.8329,100,50,,,,,,,,,,,1,1,1,1
lisc.org,,,-0.6803,200,50,,,,,,,,,,,1,1,1,1
dartcenter.org,,,-1,100,50,,,,,,,,,,,1,1,1,1
orartswatch.org,,,-0.8329,100,50,,,,,,,,,,,1,1,1,1
3quarksdaily.com,,,-0.8329,100,50,,,,,,,,,,,1,1,1,1
clydefitchreport.com,,,-0.8329,200,50,,,,,,,,,,,1,1,1,1
