date,collection,term_count,term_ratio,doc_count,doc_ratio,sample_size
20230102,far-left,166,0.0332,165,0.033,5000
20230102,center-left,187,0.0374,187,0.0374,5000
20230102,center,334,0.0668,334,0.0668,5000
20230102,center-right,184,0.0368,183,0.0366,5000
20230102,far-right,110,0.022,110,0.022,5000
20230109,far-left,126,0.0252,125,0.025,5000
20230109,center-left,157,0.0314,156,0.0312,5000
20230109,center,299,0.0598,294,0.0588,5000
20230109,center-right,151,0.0302,151,0.0302,5000
20230109,far-right,68,0.0136,68,0.0136,5000
20230116,far-left,109,0.0218,109,0.0218,5000
20230116,center-left,129,0.0258,129,0.0258,5000
20230116,center,244,0.0488,243,0.0486,5000
20230116,center-right,108,0.0216,108,0.0216,5000
20230116,far-right,51,0.0102,51,0.0102,5000
20230123,far-left,121,0.0242,120,0.024,5000
20230123,center-left,158,0.0316,156,0.0312,5000
20230123,center,260,0.052,256,0.0512,5000
20230123,center-right,120,0.024,120,0.024,5000
20230123,far-right,43,0.0086,43,0.0086,5000
20230130,far-left,177,0.0354,176,0.0352,5000
20230130,center-left,146,0.0292,146,0.0292,5000
20230130,center,275,0.055,271,0.0542,5000
20230130,center-right,123,0.0246,123,0.0246,5000
20230130,far-right,50,0.01,50,0.01,5000
20230206,far-left,148,0.0296,148,0.0296,5000
20230206,center-left,129,0.0258,129,0.0258,5000
20230206,center,266,0.0532,265,0.053,5000
20230206,center-right,124,0.0248,124,0.0248,5000
20230206,far-right,0,0,0,0,0
20230213,far-left,104,0.0208,104,0.0208,5000
20230213,center-left,120,0.024,120,0.024,5000
20230213,center,253,0.0506,249,0.0498,5000
20230213,center-right,92,0.0184,92,0.0184,5000
20230213,far-right,0,0,0,0,0
20230220,far-left,107,0.0214,107,0.0214,5000
20230220,center-left,109,0.0218,109,0.0218,5000
20230220,center,266,0.0532,263,0.0526,5000
20230220,center-right,107,0.0214,107,0.0214,5000
20230220,far-right,0,0,0,0,0
20230227,far-left,151,0.0302,151,0.0302,5000
20230227,center-left,176,0.0352,175,0.035,5000
20230227,center,286,0.0572,284,0.0568,5000
20230227,center-right,130,0.026,130,0.026,5000
20230227,far-right,0,0,0,0,0
20230306,far-left,147,0.0294,146,0.0292,5000
20230306,center-left,142,0.0284,141,0.0282,5000
20230306,center,265,0.053,262,0.0524,5000
20230306,center-right,113,0.0226,113,0.0226,5000
20230306,far-right,0,0,0,0,0
20230313,far-left,115,0.023,115,0.023,5000
20230313,center-left,140,0.028,139,0.0278,5000
20230313,center,287,0.0574,282,0.0564,5000
20230313,center-right,98,0.0196,98,0.0196,5000
20230313,far-right,0,0,0,0,0
20230320,far-left,94,0.0188,94,0.0188,5000
20230320,center-left,99,0.0198,99,0.0198,5000
20230320,center,247,0.0494,244,0.0488,5000
20230320,center-right,106,0.0212,106,0.0212,5000
20230320,far-right,0,0,0,0,0
20230327,far-left,92,0.0184,92,0.0184,5000
20230327,center-left,134,0.0268,134,0.0268,5000
20230327,center,285,0.057,279,0.0558,5000
20230327,center-right,121,0.0242,120,0.024,5000
20230327,far-right,0,0,0,0,0
20230403,far-left,57,0.0114,57,0.0114,5000
20230403,center-left,100,0.02,100,0.02,5000
20230403,center,301,0.0602,295,0.059,5000
20230403,center-right,103,0.0206,103,0.0206,5000
20230403,far-right,0,0,0,0,0
20230410,far-left,120,0.024,120,0.024,5000
20230410,center-left,100,0.02,100,0.02,5000
20230410,center,272,0.0544,260,0.052,5000
20230410,center-right,90,0.018,90,0.018,5000
20230410,far-right,0,0,0,0,0
20230417,far-left,101,0.0202,101,0.0202,5000
20230417,center-left,97,0.0194,97,0.0194,5000
20230417,center,307,0.0614,290,0.058,5000
20230417,center-right,115,0.023,115,0.023,5000
20230417,far-right,0,0,0,0,0
20230424,far-left,87,0.0174,87,0.0174,5000
20230424,center-left,128,0.0256,127,0.0254,5000
20230424,center,355,0.071,340,0.068,5000
20230424,center-right,155,0.031,155,0.031,5000
20230424,far-right,0,0,0,0,0
20230501,far-left,119,0.0238,119,0.0238,5000
20230501,center-left,142,0.0284,141,0.0282,5000
20230501,center,422,0.0844,396,0.0792,5000
20230501,center-right,106,0.0212,106,0.0212,5000
20230501,far-right,0,0,0,0,0
20230508,far-left,95,0.019,94,0.0188,5000
20230508,center-left,130,0.026,130,0.026,5000
20230508,center,380,0.076,363,0.0726,5000
20230508,center-right,80,0.016,79,0.0158,5000
20230508,far-right,0,0,0,0,0
20230515,far-left,85,0.017,85,0.017,5000
20230515,center-left,128,0.0256,128,0.0256,5000
20230515,center,259,0.0518,250,0.05,5000
20230515,center-right,87,0.0174,87,0.0174,5000
20230515,far-right,0,0,0,0,0
20230522,far-left,83,0.0166,83,0.0166,5000
20230522,center-left,113,0.0226,113,0.0226,5000
20230522,center,270,0.054,266,0.0532,5000
20230522,center-right,92,0.0184,92,0.0184,5000
20230522,far-right,0,0,0,0,0
20230529,far-left,74,0.0148,74,0.0148,5000
20230529,center-left,130,0.026,130,0.026,5000
20230529,center,258,0.0516,256,0.0512,5000
20230529,center-right,111,0.0222,111,0.0222,5000
20230529,far-right,0,0,0,0,0
20230605,far-left,62,0.0124,62,0.0124,5000
20230605,center-left,128,0.0256,128,0.0256,5000
20230605,center,291,0.0582,286,0.0572,5000
20230605,center-right,98,0.0196,98,0.0196,5000
20230605,far-right,0,0,0,0,0
20230612,far-left,91,0.0182,91,0.0182,5000
20230612,center-left,124,0.0248,124,0.0248,5000
20230612,center,286,0.0572,280,0.056,5000
20230612,center-right,107,0.0214,107,0.0214,5000
20230612,far-right,0,0,0,0,0
20230619,far-left,86,0.0172,86,0.0172,5000
20230619,center-left,124,0.0248,124,0.0248,5000
20230619,center,283,0.0566,277,0.0554,5000
20230619,center-right,104,0.0208,104,0.0208,5000
20230619,far-right,0,0,0,0,0
20230626,far-left,119,0.0238,119,0.0238,5000
20230626,center-left,110,0.022,110,0.022,5000
20230626,center,254,0.0508,245,0.049,5000
20230626,center-right,108,0.0216,107,0.0214,5000
20230626,far-right,0,0,0,0,0
20230703,far-left,63,0.0126,61,0.0122,5000
20230703,center-left,99,0.0198,99,0.0198,5000
20230703,center,233,0.0466,227,0.0454,5000
20230703,center-right,128,0.0256,127,0.0254,5000
20230703,far-right,0,0,0,0,0
20230710,far-left,95,0.019,95,0.019,5000
20230710,center-left,132,0.0264,132,0.0264,5000
20230710,center,301,0.0602,285,0.057,5000
20230710,center-right,107,0.0214,107,0.0214,5000
20230710,far-right,0,0,0,0,0
20230717,far-left,55,0.011,55,0.011,5000
20230717,center-left,110,0.022,110,0.022,5000
20230717,center,300,0.06,284,0.0568,5000
20230717,center-right,87,0.0174,87,0.0174,5000
20230717,far-right,0,0,0,0,0
20230724,far-left,84,0.0168,84,0.0168,5000
20230724,center-left,105,0.021,105,0.021,5000
20230724,center,269,0.0538,256,0.0512,5000
20230724,center-right,82,0.0164,82,0.0164,5000
20230724,far-right,0,0,0,0,0
20230731,far-left,72,0.0144,72,0.0144,5000
20230731,center-left,117,0.0234,115,0.023,5000
20230731,center,327,0.0654,306,0.0612,5000
20230731,center-right,98,0.0196,97,0.0194,5000
20230731,far-right,0,0,0,0,0
20230807,far-left,77,0.0154,77,0.0154,5000
20230807,center-left,109,0.0218,109,0.0218,5000
20230807,center,337,0.0674,325,0.065,5000
20230807,center-right,83,0.0166,83,0.0166,5000
20230807,far-right,0,0,0,0,0
20230814,far-left,62,0.0124,62,0.0124,5000
20230814,center-left,89,0.0178,89,0.0178,5000
20230814,center,334,0.0668,328,0.0656,5000
20230814,center-right,103,0.0206,103,0.0206,5000
20230814,far-right,0,0,0,0,0
20230821,far-left,79,0.0158,79,0.0158,5000
20230821,center-left,131,0.0262,131,0.0262,5000
20230821,center,265,0.053,258,0.0516,5000
20230821,center-right,98,0.0196,98,0.0196,5000
20230821,far-right,0,0,0,0,0
20230828,far-left,63,0.0126,63,0.0126,5000
20230828,center-left,138,0.0276,138,0.0276,5000
20230828,center,233,0.0466,225,0.045,5000
20230828,center-right,113,0.0226,113,0.0226,5000
20230828,far-right,0,0,0,0,0
20230904,far-left,64,0.0128,64,0.0128,5000
20230904,center-left,106,0.0212,106,0.0212,5000
20230904,center,227,0.0454,223,0.0446,5000
20230904,center-right,73,0.0146,73,0.0146,5000
20230904,far-right,0,0,0,0,0
20230911,far-left,111,0.0222,111,0.0222,5000
20230911,center-left,103,0.0206,103,0.0206,5000
20230911,center,245,0.049,241,0.0482,5000
20230911,center-right,77,0.0154,76,0.0152,5000
20230911,far-right,0,0,0,0,0
20230918,far-left,79,0.0158,79,0.0158,5000
20230918,center-left,110,0.022,110,0.022,5000
20230918,center,212,0.0424,209,0.0418,5000
20230918,center-right,87,0.0174,87,0.0174,5000
20230918,far-right,0,0,0,0,0
20230925,far-left,69,0.0138,68,0.0136,5000
20230925,center-left,122,0.0244,122,0.0244,5000
20230925,center,231,0.0462,229,0.0458,5000
20230925,center-right,84,0.0168,84,0.0168,5000
20230925,far-right,0,0,0,0,0
20231002,far-left,78,0.0156,78,0.0156,5000
20231002,center-left,95,0.019,95,0.019,5000
20231002,center,225,0.045,217,0.0434,5000
20231002,center-right,77,0.0154,77,0.0154,5000
20231002,far-right,0,0,0,0,0
20231009,far-left,89,0.0178,89,0.0178,5000
20231009,center-left,85,0.017,85,0.017,5000
20231009,center,255,0.051,243,0.0486,5000
20231009,center-right,74,0.0148,74,0.0148,5000
20231009,far-right,0,0,0,0,0
20231016,far-left,62,0.0124,62,0.0124,5000
20231016,center-left,94,0.0188,94,0.0188,5000
20231016,center,218,0.0436,206,0.0412,5000
20231016,center-right,89,0.0178,89,0.0178,5000
20231016,far-right,0,0,0,0,0
20231023,far-left,50,0.01,50,0.01,5000
20231023,center-left,79,0.0158,79,0.0158,5000
20231023,center,286,0.0572,275,0.055,5000
20231023,center-right,78,0.0156,78,0.0156,5000
20231023,far-right,0,0,0,0,0
20231030,far-left,100,0.02,100,0.02,5000
20231030,center-left,95,0.019,95,0.019,5000
20231030,center,348,0.0696,327,0.0654,5000
20231030,center-right,117,0.0234,117,0.0234,5000
20231030,far-right,0,0,0,0,0
20231106,far-left,123,0.0246,123,0.0246,5000
20231106,center-left,86,0.0172,86,0.0172,5000
20231106,center,358,0.0716,337,0.0674,5000
20231106,center-right,93,0.0186,93,0.0186,5000
20231106,far-right,0,0,0,0,0
20231113,far-left,96,0.0192,95,0.019,5000
20231113,center-left,96,0.0192,96,0.0192,5000
20231113,center,283,0.0566,279,0.0558,5000
20231113,center-right,62,0.0124,62,0.0124,5000
20231113,far-right,0,0,0,0,0
20231120,far-left,90,0.0199,90,0.0199,4530
20231120,center-left,89,0.0178,89,0.0178,5000
20231120,center,233,0.0466,225,0.045,5000
20231120,center-right,93,0.0186,93,0.0186,5000
20231120,far-right,0,0,0,0,0
20231127,far-left,108,0.0216,108,0.0216,4996
20231127,center-left,106,0.0212,105,0.021,5000
20231127,center,293,0.0586,289,0.0578,5000
20231127,center-right,114,0.0228,114,0.0228,5000
20231127,far-right,0,0,0,0,0
20231204,far-left,99,0.0199,99,0.0199,4984
20231204,center-left,140,0.028,140,0.028,5000
20231204,center,275,0.055,273,0.0546,5000
20231204,center-right,129,0.0258,129,0.0258,5000
20231204,far-right,0,0,0,0,0
20231211,far-left,151,0.0303,151,0.0303,4984
20231211,center-left,130,0.026,130,0.026,5000
20231211,center,230,0.046,228,0.0456,5000
20231211,center-right,121,0.0242,121,0.0242,5000
20231211,far-right,0,0,0,0,0
20231218,far-left,209,0.0445,209,0.0445,4697
20231218,center-left,193,0.0386,193,0.0386,5000
20231218,center,221,0.0442,221,0.0442,5000
20231218,center-right,159,0.0318,158,0.0316,5000
20231218,far-right,130,0.026,130,0.026,5000
20231225,far-left,268,0.0905,268,0.0905,2960
20231225,center-left,358,0.0716,358,0.0716,5000
20231225,center,350,0.07,350,0.07,5000
20231225,center-right,143,0.0286,143,0.0286,5000
20231225,far-right,162,0.0324,162,0.0324,5000
20240101,far-left,65,0.0198,65,0.0198,3275
20240101,center-left,86,0.0172,86,0.0172,5000
20240101,center,98,0.0196,97,0.0194,5000
20240101,center-right,38,0.0076,38,0.0076,5000
20240101,far-right,70,0.014,70,0.014,5000
