term,count
trump,585
biden,359
iowa,277
school,251
county,244
house,226
watch,207
desanti,206
report,188
bill,183
naturalnews.com,177
police,174
fire,157
court,154
city,150
time,134
life,125
haley,124
photo,123
cold,122
snow,121
border,120
weather,119
video,116
colorado,104
shooting,104
woman,104
donald,103
high,99
winter,97
american,90
down,89
week,85
republican,81
dead,79
president,79
former,77
january,77
houthi,76
nikki,75
plan,75
israel,74
football,72
south,71
campaign,70
attack,69
basketball,69
election,69
kansa,68
back,67
student,66
white,66
right,65
crash,64
hampshire,64
drop,63
america,62
claim,60
help,60
people,59
democrat,58
family,58
million,58
record,58
west,58
open,57
texa,56
race,53
world,53
force,52
arrested,51
fall,50
game,50
federal,48
hospital,48
judge,48
death,47
christian,46
found,46
child,45
presidential,45
primary,45
road,45
media,43
strike,43
official,40
abortion,39
florida,39
endorse,38
senate,38
need,37
coach,36
government,35
hama,35
york,35
