term,count
house,337
speaker,273
mccarthy,251
republican,170
kevin,159
black,155
time,154
january,146
watch,136
video,134
damar,125
week,111
people,110
right,105
vote,102
back,99
trump,99
game,98
covid,95
hamlin,95
police,89
share,76
star,75
family,73
school,68
death,65
city,63
help,63
report,62
album,61
santo,61
down,60
health,60
world,59
bill,56
need,54
biden,52
court,52
open,52
former,47
plan,44
congress,42
george,42
israeli,42
ukraine,42
song,38
history,37
fight,35
live,34
work,34
county,32
public,32
review,31
arrest,30
food,30
season,29
fire,28
lose,28
music,28
woman,28
good,27
record,27
white,26
climate,25
month,24
visit,24
care,23
change,23
group,23
election,22
high,22
love,22
shot,22
artist,20
coming,20
community,20
face,20
