term,count
gaza,237
israel,214
trump,193
school,158
time,158
black,143
biden,120
holiday,115
november,114
open,112
people,107
student,103
court,100
city,94
video,93
house,92
week,89
game,88
report,83
fire,81
back,79
thanksgiving,79
hama,75
plan,75
season,75
hospital,74
climate,71
down,69
health,69
world,68
book,65
album,63
life,63
right,62
tour,60
help,59
family,56
history,54
israeli,54
watch,52
american,51
death,51
group,51
palestinian,51
republican,50
police,47
share,47
good,42
review,42
change,40
return,40
supreme,39
texa,37
worker,36
need,35
center,34
judge,34
face,33
music,33
community,32
food,32
national,32
rule,31
friday,30
photo,30
opening,29
trial,29
george,28
public,28
bill,27
election,27
support,27
bring,26
deal,26
government,25
women,25
ethic,23
santo,23
