term,count
trump,535
biden,521
israel,336
school,262
county,255
police,236
hama,192
student,185
house,179
report,159
city,154
naturalnews.com,152
trial,151
arrested,140
protest,134
time,131
florida,126
bill,125
back,124
high,120
woman,120
week,116
election,113
america,112
crash,110
college,109
watch,106
video,104
fire,103
american,101
court,100
million,98
judge,97
anti,92
shooting,88
photo,85
former,83
university,83
plan,79
south,79
help,77
storm,74
abortion,73
life,73
rafah,71
daniel,70
north,70
brief,69
campus,68
gaza,67
official,67
stormy,67
down,66
protester,66
york,65
democrat,64
people,63
weather,61
money,59
dead,58
death,58
claim,57
illegal,56
open,55
stock,55
found,53
team,51
right,50
world,50
game,49
republican,49
killed,47
summer,47
center,46
colorado,46
threat,46
need,44
national,42
accused,41
security,41
health,40
free,39
johnson,39
kansa,39
arrest,38
force,38
president,38
company,36
group,34
