term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,266,0.0532,263,0.0526,5000
man,157,0.0314,153,0.0306,5000
2023,155,0.031,155,0.031,5000
florida,111,0.0222,111,0.0222,5000
day,110,0.022,107,0.0214,5000
biden,106,0.0212,106,0.0212,5000
school,104,0.0208,100,0.02,5000
city,102,0.0204,99,0.0198,5000
coronation,100,0.02,100,0.02,5000
shooting,93,0.0186,92,0.0184,5000
king,89,0.0178,89,0.0178,5000
draft,87,0.0174,86,0.0172,5000
killed,86,0.0172,86,0.0172,5000
county,85,0.017,85,0.017,5000
woman,83,0.0166,83,0.0166,5000
police,82,0.0164,81,0.0162,5000
nfl,81,0.0162,81,0.0162,5000
star,78,0.0156,78,0.0156,5000
house,73,0.0146,72,0.0144,5000
family,72,0.0144,68,0.0136,5000
time,70,0.014,69,0.0138,5000
charles,68,0.0136,68,0.0136,5000
watch,67,0.0134,67,0.0134,5000
dies,67,0.0134,67,0.0134,5000
texas,62,0.0124,62,0.0124,5000
down,60,0.012,60,0.012,5000
high,60,0.012,58,0.0116,5000
people,58,0.0116,57,0.0114,5000
big,58,0.0116,54,0.0108,5000
bill,57,0.0114,57,0.0114,5000
south,56,0.0112,55,0.011,5000
back,54,0.0108,53,0.0106,5000
old,53,0.0106,52,0.0104,5000
found,52,0.0104,52,0.0104,5000
dead,52,0.0104,52,0.0104,5000
win,52,0.0104,50,0.01,5000
north,50,0.01,50,0.01,5000
kentucky,50,0.01,49,0.0098,5000
carolina,50,0.01,49,0.0098,5000
2024,50,0.01,50,0.01,5000
derby,48,0.0096,47,0.0094,5000
health,48,0.0096,45,0.009,5000
fans,47,0.0094,47,0.0094,5000
long,46,0.0092,46,0.0092,5000
china,46,0.0092,45,0.009,5000
bank,46,0.0092,42,0.0084,5000
desantis,46,0.0092,46,0.0092,5000
former,45,0.009,45,0.009,5000
ukraine,45,0.009,44,0.0088,5000
free,45,0.009,43,0.0086,5000
crash,44,0.0088,44,0.0088,5000
community,44,0.0088,44,0.0088,5000
death,43,0.0086,43,0.0086,5000
week,43,0.0086,43,0.0086,5000
trump,43,0.0086,42,0.0084,5000
help,42,0.0084,42,0.0084,5000
live,41,0.0082,41,0.0082,5000
california,41,0.0082,41,0.0082,5000
strike,41,0.0082,41,0.0082,5000
wife,41,0.0082,41,0.0082,5000
tv,41,0.0082,41,0.0082,5000
game,41,0.0082,40,0.008,5000
season,40,0.008,40,0.008,5000
summer,39,0.0078,39,0.0078,5000
plan,39,0.0078,39,0.0078,5000
war,39,0.0078,39,0.0078,5000
sudan,38,0.0076,38,0.0076,5000
wins,38,0.0076,38,0.0076,5000
baseball,38,0.0076,37,0.0074,5000
college,38,0.0076,37,0.0074,5000
gop,38,0.0076,38,0.0076,5000
trial,37,0.0074,37,0.0074,5000
women,37,0.0074,37,0.0074,5000
fire,37,0.0074,37,0.0074,5000
april,37,0.0074,36,0.0072,5000
round,37,0.0074,36,0.0072,5000
ex,37,0.0074,37,0.0074,5000
senate,36,0.0072,35,0.007,5000
deal,36,0.0072,36,0.0072,5000
world,36,0.0072,35,0.007,5000
pick,36,0.0072,30,0.006,5000
million,36,0.0072,36,0.0072,5000
white,35,0.007,34,0.0068,5000
harry,35,0.007,35,0.007,5000
driver,35,0.007,35,0.007,5000
court,35,0.007,35,0.007,5000
shot,35,0.007,35,0.007,5000
law,35,0.007,35,0.007,5000
iii,34,0.0068,34,0.0068,5000
iowa,34,0.0068,34,0.0068,5000
arrested,34,0.0068,34,0.0068,5000
national,34,0.0068,34,0.0068,5000
u.s.,34,0.0068,34,0.0068,5000
life,33,0.0066,33,0.0066,5000
budget,33,0.0066,32,0.0064,5000
mass,33,0.0066,33,0.0066,5000
children,33,0.0066,33,0.0066,5000
charged,32,0.0064,32,0.0064,5000
end,32,0.0064,32,0.0064,5000
news,32,0.0064,31,0.0062,5000
