term,count
trump,244
time,166
biden,163
world,163
school,135
week,133
house,131
watch,130
american,115
black,113
game,112
climate,111
police,103
report,101
republican,99
back,97
deal,96
strike,96
people,94
india,87
iran,87
plan,87
return,87
city,84
death,83
right,83
court,80
september,79
bill,78
russell,76
star,75
share,72
high,71
brand,70
talk,70
worker,69
season,68
video,68
change,62
life,59
free,54
help,52
leader,51
government,49
student,49
claim,47
review,45
woman,45
fall,44
ukraine,44
release,42
down,41
president,41
health,40
need,40
meet,39
music,38
work,38
face,37
football,35
open,35
book,34
former,34
group,34
public,34
election,33
reveal,33
women,33
county,32
russia,32
money,31
month,31
night,31
live,30
media,30
allegation,29
south,29
million,28
photo,28
sept,28
