term,count
trump,729
biden,544
tuesday,327
super,324
county,235
court,228
bill,213
house,198
school,191
haley,189
police,179
primary,177
north,169
time,167
union,167
election,164
supreme,164
watch,162
texa,158
republican,157
ballot,151
city,148
campaign,146
fire,144
colorado,143
report,141
nikki,137
president,132
game,128
democrat,123
american,121
basketball,120
former,119
high,119
senate,119
woman,118
week,117
voter,113
video,108
race,106
presidential,103
march,102
vote,101
face,100
shooting,99
carolina,98
florida,95
down,93
sport,93
back,92
spring,88
plan,87
million,81
donald,79
team,77
attack,74
lead,74
south,72
live,64
arrested,63
result,63
illegal,62
right,62
israel,61
free,60
gaza,60
photo,58
victory,58
rule,56
tournament,56
white,56
naturalnews.com,55
abortion,53
charged,53
kansa,52
california,51
beat,50
people,49
stock,49
force,48
york,48
host,47
killed,47
star,47
company,45
official,44
charge,43
claim,43
murder,42
open,40
ruling,39
student,39
poll,38
