term,count
biden,451
student,430
school,377
loan,293
county,280
police,258
trump,234
american,204
watch,198
video,191
photo,181
plan,178
back,177
shooting,145
covid,143
high,143
city,139
abortion,138
down,133
forgiveness,133
debt,128
report,124
killed,123
election,122
biden',119
week,117
time,115
florida,114
arrested,113
woman,110
fall,109
ukraine,102
help,101
fire,100
house,100
democrat,99
fauci,96
death,94
crash,92
football,92
people,92
raid,90
life,89
center,85
former,85
right,83
lago,79
republican,78
suspect,76
desanti,75
judge,75
breaking,72
court,70
white,68
board,64
west,58
biden’,57
found,57
affidavit,56
poll,56
college,55
million,55
media,53
month,52
need,52
bill,51
market,51
national,51
open,51
california,50
season,49
claim,48
release,48
kansa,46
august,45
family,43
face,42
attack,41
officer,40
game,39
health,39
inflation,39
record,36
charlotte,35
north,35
shot,35
country,34
official,33
public,33
south,33
