term,count
trump,293
gaza,186
biden,179
video,173
black,150
time,149
city,144
back,138
share,126
school,125
trial,120
israel,116
season,116
student,112
people,109
review,108
summer,108
week,104
down,98
watch,91
right,90
star,90
game,86
election,83
police,83
plan,79
open,73
american,72
michael,72
album,70
health,65
help,62
million,62
world,62
return,61
house,60
bill,58
woman,56
donald,52
york,52
report,49
china,47
need,45
cohen,44
protest,44
change,43
tour,42
live,41
court,37
story,37
money,35
canadian,34
media,34
company,33
song,33
street,33
president,32
college,31
face,31
life,31
death,30
family,30
free,30
leader,29
power,29
public,29
attack,28
debate,28
good,28
official,28
park,28
climate,27
future,27
lead,27
release,27
sery,27
center,26
coming,26
history,26
long,26
love,26
campaign,25
record,25
university,25
work,24
