term,count
trump,845
biden,411
republican,217
vance,212
july,175
assassination,168
president,160
shooting,154
harri,150
donald,143
convention,142
attempt,137
national,130
watch,127
time,119
black,113
star,112
people,110
olympic,99
city,96
back,90
deal,90
prime,90
race,90
video,90
trump’,89
court,88
right,85
kamala,84
pick,81
speech,81
game,80
down,79
house,79
trump',77
woman,74
report,73
week,73
summer,71
health,65
political,65
change,64
democrat,64
need,62
party,62
plan,61
fire,59
school,59
world,59
police,57
rally,57
former,56
judge,56
american,55
drop,55
million,54
open,54
life,52
help,50
project,50
free,46
israel,44
presidential,44
service,43
gaza,42
history,42
photo,42
media,41
official,41
park,41
heat,40
sale,40
running,39
street,39
share,38
album,37
global,37
night,37
face,35
tour,35
center,34
family,33
power,33
review,31
