term,count
thanksgiving,345
black,320
world,299
holiday,238
shooting,238
trump,215
club,181
colorado,173
deal,163
lgbtq,153
friday,149
time,138
week,127
back,118
share,113
people,109
court,108
season,103
help,101
november,98
twitter,98
right,94
american,89
game,87
music,84
watch,82
family,81
biden,79
climate,79
police,79
woman,79
open,74
anti,72
star,71
city,70
student,68
down,67
school,67
spring,66
award,63
west,62
white,61
community,60
return,60
election,59
turkey,59
house,58
need,52
gift,51
food,48
covid,47
love,47
change,45
ukraine,45
mass,42
video,40
republican,39
russian,39
dead,38
worker,38
christma,37
talk,37
photo,36
victim,36
high,35
group,34
life,34
million,33
power,33
health,32
supreme,31
donald,30
football,30
plan,30
good,29
play,28
winter,28
attack,27
china,27
kanye,27
online,25
report,25
