term,count
christma,256
time,170
santo,164
covid,161
watch,147
holiday,146
trump,134
george,129
game,127
police,123
southwest,123
people,121
story,101
death,92
report,91
back,90
ukraine,88
storm,87
black,84
court,83
right,82
world,81
city,76
dead,74
review,74
year',73
woman,68
china,66
flight,66
million,65
county,64
live,64
airline,63
women,63
down,62
family,58
help,58
high,57
house,56
week,55
face,54
life,53
season,53
video,51
continue,50
benedict,49
bowl,48
pope,46
return,46
need,45
health,44
free,43
winter,43
plan,41
love,40
change,39
fire,38
open,38
power,38
official,36
russian,36
december,35
photo,35
russia,35
former,33
share,33
year’,33
water,31
west,31
january,30
basketball,29
bill,29
star,29
college,28
leader,28
history,26
reveal,26
