term,count
debt,237
trump,185
june,182
deal,162
time,162
ceiling,160
house,153
black,147
bill,141
people,136
summer,121
biden,110
right,110
share,106
pride,105
city,96
video,93
open,89
back,88
worker,86
star,85
month,82
report,79
song,78
game,75
world,75
photo,71
watch,71
school,70
season,69
week,68
lgbtq,67
music,67
review,66
police,64
little,60
life,57
work,57
album,54
memorial,53
texa,53
help,51
down,50
need,49
republican,47
desanti,46
love,46
listen,45
plan,43
president,43
family,42
student,42
future,40
russian,40
live,39
mccarthy,39
russia,39
woman,39
county,38
good,37
history,36
spider,36
tour,34
community,33
former,33
talk,33
american,32
street,32
final,31
center,30
court,30
death,30
food,30
health,30
return,30
change,29
office,29
vote,27
sign,26
tear,26
ukraine,26
