term,count
biden,405
county,293
school,257
video,237
police,224
photo,223
trump,216
watch,204
city,184
week,178
woman,162
american,149
back,148
fire,134
desanti,132
football,129
arrested,124
republican,124
abortion,120
house,119
report,119
crash,116
fall,116
people,116
time,116
democrat,113
high,110
killed,107
student,97
migrant,95
military,95
covid,91
game,91
death,90
down,89
west,89
border,88
shooting,88
million,83
open,81
florida,80
help,80
ukraine,75
plan,74
found,73
market,70
record,70
kansa,69
bill,66
breaking,66
family,66
world,65
president,64
life,60
child,57
south,57
group,56
right,55
official,54
america,53
court,53
force,53
russia,53
change,50
community,50
vineyard,49
nebraska,48
claim,47
suspect,47
illegal,46
colorado,45
national,45
center,43
accused,42
event,41
dead,39
biden',38
media,38
officer,38
children,37
election,37
poll,37
shot,37
former,36
health,35
queen,35
north,34
september,34
need,32
teen,32
white,32
