term,count
trump,630
biden,302
school,294
county,270
police,246
shooting,191
city,187
watch,187
house,178
indictment,178
easter,175
video,174
fire,163
bill,162
time,155
american,139
crash,138
april,130
former,124
woman,124
arrested,122
report,122
photo,121
tran,112
week,112
killed,109
president,107
democrat,106
florida,102
back,101
kansa,101
court,100
student,99
abortion,96
death,89
high,83
charge,80
china,80
people,79
plan,79
media,78
lincoln,73
military,73
desanti,71
found,71
down,70
judge,70
dead,67
nashville,67
million,66
record,65
team,65
coming,61
face,61
good,61
south,61
transgender,58
west,58
white,57
arraignment,56
help,55
officer,55
friday,54
family,53
spring,53
tennessee,51
attack,50
open,49
life,48
arrest,47
election,47
murder,47
claim,46
event,45
nebraska,45
oklahoma,45
change,44
colorado,44
teen,44
left,43
lawmaker,42
shot,42
star,42
donald,41
weather,41
child,40
children,40
accused,39
black,39
breaking,39
official,39
center,38
need,37
world,37
republican,35
