term,count
trump,631
raid,542
lago,371
biden,337
school,313
county,282
police,243
american,227
inflation,223
video,197
photo,183
watch,172
report,161
democrat,160
back,154
house,138
arrested,133
bill,132
time,128
city,127
covid,122
search,117
woman,117
florida,114
shooting,114
family,113
china,112
abortion,109
fire,109
help,106
high,105
plan,103
life,95
crash,94
dead,88
death,88
killed,88
breaking,86
former,82
student,82
people,81
health,80
president,78
down,72
fall,71
republican,71
warrant,71
media,70
claim,68
world,64
ukraine,61
price,58
garland,55
reduction,55
agent,54
million,52
week,52
right,51
suspect,51
game,50
found,49
document,43
john,42
office,42
taiwan,42
attack,41
charged,41
court,41
army,40
change,40
south,40
america,39
child,39
judge,39
market,39
desanti,38
shot,38
continue,37
open,37
trump’,36
west,36
nuclear,34
white,33
august,32
charge,32
investigation,32
election,30
federal,30
girl,30
