term,term_count,term_ratio,doc_count,doc_ratio,sample_size
biden,449,0.0898,439,0.0878,5000
new,215,0.043,211,0.0422,5000
report,184,0.0368,184,0.0368,5000
video,161,0.0322,158,0.0316,5000
trump,160,0.032,156,0.0312,5000
bill,143,0.0286,142,0.0284,5000
house,135,0.027,133,0.0266,5000
tucker,126,0.0252,125,0.025,5000
desantis,118,0.0236,117,0.0234,5000
police,116,0.0232,114,0.0228,5000
women,116,0.0232,107,0.0214,5000
jan,111,0.0222,109,0.0218,5000
china,109,0.0218,109,0.0218,5000
gop,108,0.0216,108,0.0216,5000
school,103,0.0206,100,0.02,5000
watch,102,0.0204,102,0.0204,5000
carlson,99,0.0198,99,0.0198,5000
covid,94,0.0188,94,0.0188,5000
bank,93,0.0186,84,0.0168,5000
americans,91,0.0182,90,0.018,5000
white,89,0.0178,86,0.0172,5000
man,86,0.0172,86,0.0172,5000
twitter,85,0.017,85,0.017,5000
people,82,0.0164,80,0.016,5000
border,81,0.0162,78,0.0156,5000
news,79,0.0158,78,0.0156,5000
democrats,78,0.0156,78,0.0156,5000
president,78,0.0156,76,0.0152,5000
calls,78,0.0156,78,0.0156,5000
claims,77,0.0154,77,0.0154,5000
down,76,0.0152,76,0.0152,5000
former,72,0.0144,72,0.0144,5000
budget,71,0.0142,71,0.0142,5000
texas,70,0.014,70,0.014,5000
big,70,0.014,69,0.0138,5000
woman,69,0.0138,68,0.0136,5000
u.s.,68,0.0136,68,0.0136,5000
florida,68,0.0136,68,0.0136,5000
republicans,67,0.0134,67,0.0134,5000
attack,66,0.0132,66,0.0132,5000
law,65,0.013,65,0.013,5000
joe,65,0.013,65,0.013,5000
left,64,0.0128,62,0.0124,5000
world,64,0.0128,64,0.0128,5000
abortion,64,0.0128,63,0.0126,5000
fauci,64,0.0128,63,0.0126,5000
mexico,64,0.0128,64,0.0128,5000
california,63,0.0126,61,0.0122,5000
j6,62,0.0124,58,0.0116,5000
american,61,0.0122,59,0.0118,5000
pro,61,0.0122,61,0.0122,5000
back,61,0.0122,61,0.0122,5000
ukraine,60,0.012,60,0.012,5000
lab,60,0.012,60,0.012,5000
arrested,60,0.012,59,0.0118,5000
america,59,0.0118,59,0.0118,5000
star,58,0.0116,57,0.0114,5000
war,58,0.0116,58,0.0116,5000
dead,58,0.0116,57,0.0114,5000
footage,58,0.0116,58,0.0116,5000
city,57,0.0114,53,0.0106,5000
students,57,0.0114,57,0.0114,5000
rep,56,0.0112,55,0.011,5000
gun,53,0.0106,53,0.0106,5000
old,53,0.0106,50,0.01,5000
ban,53,0.0106,53,0.0106,5000
day,52,0.0104,52,0.0104,5000
media,52,0.0104,51,0.0102,5000
russia,52,0.0104,50,0.01,5000
files,52,0.0104,52,0.0104,5000
life,52,0.0104,52,0.0104,5000
fbi,52,0.0104,51,0.0102,5000
crime,51,0.0102,51,0.0102,5000
government,51,0.0102,51,0.0102,5000
chinese,51,0.0102,51,0.0102,5000
black,50,0.01,47,0.0094,5000
time,50,0.01,50,0.01,5000
history,49,0.0098,47,0.0094,5000
federal,49,0.0098,48,0.0096,5000
silicon,49,0.0098,49,0.0098,5000
valley,49,0.0098,49,0.0098,5000
warns,49,0.0098,49,0.0098,5000
leak,48,0.0096,48,0.0096,5000
child,48,0.0096,48,0.0096,5000
breaking,48,0.0096,48,0.0096,5000
woke,47,0.0094,45,0.009,5000
senate,47,0.0094,47,0.0094,5000
ex,47,0.0094,47,0.0094,5000
right,47,0.0094,47,0.0094,5000
illegal,46,0.0092,46,0.0092,5000
charged,46,0.0092,46,0.0092,5000
2024,45,0.009,45,0.009,5000
allegedly,45,0.009,45,0.009,5000
murder,45,0.009,45,0.009,5000
military,45,0.009,44,0.0088,5000
climate,44,0.0088,44,0.0088,5000
musk,44,0.0088,44,0.0088,5000
million,44,0.0088,44,0.0088,5000
cnn,43,0.0086,42,0.0084,5000
public,43,0.0086,43,0.0086,5000
