term,count
trump,236
holiday,211
court,208
gaza,167
black,166
christma,138
time,138
biden,136
people,127
house,121
back,113
school,112
world,109
week,106
city,89
right,89
share,89
star,89
december,87
review,86
season,83
abortion,82
video,81
election,80
israel,80
down,79
police,78
open,76
woman,76
game,74
report,74
west,73
million,72
supreme,71
american,70
watch,69
texa,68
album,67
life,67
plan,66
ukraine,61
climate,58
israeli,54
republican,53
gift,49
president,49
return,48
media,46
trial,46
death,43
high,43
white,42
family,40
party,40
story,40
help,38
impeachment,38
girl,37
love,37
russian,37
song,37
face,36
music,36
vote,36
deal,35
smith,33
special,33
county,32
health,32
russia,31
jack,30
fire,29
student,29
favorite,27
power,27
good,26
guide,26
need,26
free,25
