term,count
trump,735
harri,709
kamala,416
school,300
county,237
police,216
football,208
biden,196
campaign,196
interview,187
city,186
high,169
crash,167
video,161
watch,159
election,151
season,151
report,145
killed,142
labor,141
democrat,139
fire,136
american,135
brief,133
court,130
naturalnews.com,130
plan,128
time,127
found,121
arrested,119
back,118
north,116
week,113
game,107
woman,107
student,102
walz,101
down,99
dead,93
million,88
west,88
attack,87
star,86
arrest,85
death,84
voter,84
weekend,84
shooting,83
carolina,82
life,82
family,79
florida,78
illegal,78
national,77
photo,77
israel,73
abortion,72
fall,71
colorado,70
debate,69
arlington,68
park,67
team,67
south,66
media,63
help,61
kansa,61
official,61
record,61
house,60
open,58
policy,58
force,56
college,55
president,49
health,48
injured,48
lead,48
people,46
shot,46
donald,45
former,45
border,44
storm,44
center,43
missing,43
ballot,41
america,39
charge,39
child,36
york,36
free,35
local,35
price,35
charged,34
