term,count
twitter,350
biden,300
county,270
school,238
police,232
musk,218
christma,215
covid,191
elon,190
city,186
house,161
report,160
trump,160
holiday,157
former,153
american,150
watch,150
death,143
video,142
photo,136
student,136
arrested,134
woman,127
file,119
time,113
fire,110
week,107
back,106
west,106
down,102
bill,99
high,98
crash,92
help,89
florida,87
nebraska,85
found,84
kansa,83
official,80
free,79
dead,78
killed,77
football,76
shooting,76
family,75
virginia,73
plan,72
white,71
court,69
world,69
people,68
need,67
media,65
health,62
group,61
charged,59
million,59
basketball,58
border,58
accused,55
democrat,55
charge,54
open,51
ukraine,51
coach,50
shot,49
child,48
rate,48
snow,48
life,47
energy,45
face,44
girl,42
vaccine,41
morning,40
right,40
storm,40
military,39
north,39
texa,38
america,37
inflation,37
suspect,37
desanti,36
return,36
cold,35
deal,34
season,34
claim,33
service,33
south,33
center,32
colorado,32
murder,32
