term,count
biden,487
county,276
school,236
police,230
city,200
shooting,190
classified,187
bill,186
house,178
life,160
woman,152
american,149
video,149
report,148
photo,145
arrested,136
back,134
time,132
found,131
document,126
abortion,124
watch,124
covid,120
killed,119
fire,118
death,111
high,111
charged,108
trump,108
former,105
million,101
world,100
court,97
florida,93
nebraska,92
crash,91
people,91
chief,90
biden',87
white,86
basketball,85
student,82
plan,81
south,80
dead,77
west,76
davo,70
game,68
kansa,67
week,67
down,66
suspect,65
arrest,62
national,61
family,60
snow,60
desanti,59
girl,59
media,59
charge,57
shot,55
ukraine,54
accused,52
right,52
help,51
vaccine,49
face,48
missing,48
open,48
scandal,47
january,46
vehicle,45
center,44
public,44
virginia,44
murder,43
officer,43
republican,42
good,41
president,40
program,40
claim,39
economic,39
official,39
breaking,38
morning,37
texa,37
investigation,35
north,35
prison,35
attack,34
fall,34
