term,count
harri,699
trump,656
kamala,406
biden,300
school,264
county,253
democrat,233
watch,220
convention,207
democratic,194
walz,182
police,164
report,163
back,159
campaign,156
fire,149
city,146
video,144
football,140
week,134
speech,132
woman,130
time,129
national,128
naturalnews.com,118
election,107
down,103
high,103
israel,103
arrested,102
live,99
abortion,95
brief,94
former,92
night,92
shooting,92
death,89
crash,88
chicago,87
service,85
president,84
american,83
florida,82
student,80
north,75
family,71
rally,70
fall,69
people,69
voter,68
attack,65
free,65
donald,64
plan,64
august,63
million,63
house,60
life,59
party,59
anti,57
carolina,57
court,56
team,56
west,54
claim,53
media,53
price,53
rate,53
open,49
found,48
help,48
policy,48
killed,47
talk,47
hama,44
photo,44
official,42
bill,40
deal,40
park,39
presidential,39
obama,37
record,37
right,37
group,36
return,35
secret,35
america,34
continue,34
season,34
event,33
south,33
community,32
dead,31
project,31
