term,count
trump,359
city,200
june,196
black,181
pride,178
time,167
right,155
people,151
lgbtq,135
video,129
court,110
indictment,109
school,105
award,104
star,104
house,98
summer,93
open,86
week,86
watch,85
wildfire,85
quality,78
tony,78
world,78
health,76
florida,75
game,73
help,72
month,72
tour,72
donald,64
report,64
music,63
live,60
need,60
american,59
back,59
bill,59
republican,59
anti,57
celebrate,57
smoke,57
community,56
york,52
history,51
ukraine,49
down,47
judge,47
climate,45
story,45
deal,44
life,44
woman,44
national,43
high,42
fire,41
plan,40
return,40
family,39
love,39
president,39
event,38
white,38
police,37
change,36
student,36
supreme,36
west,36
federal,35
talk,35
tran,35
broadway,34
texa,34
work,34
center,33
photo,33
album,32
former,32
public,30
share,30
weekend,30
