term,count
biden,362
school,289
county,256
police,231
super,224
bowl,221
down,202
bill,194
watch,193
city,189
american,178
shooting,170
train,157
balloon,154
report,152
ohio,151
video,148
photo,146
student,144
crash,143
house,142
woman,136
high,134
time,131
chief,123
killed,116
fire,110
desanti,104
trump,104
arrested,103
china,101
shot,100
people,96
derailment,92
former,91
week,91
florida,90
object,89
black,88
nikki,82
haley,81
help,78
ukraine,76
dead,75
back,74
military,74
south,74
white,74
open,73
basketball,72
east,72
girl,72
kansa,72
lincoln,70
president,70
covid,66
family,66
claim,63
vehicle,63
found,62
suspect,62
north,61
life,60
nebraska,60
media,56
michigan,56
university,54
world,54
death,53
million,52
need,51
health,49
plan,48
texa,48
thon,46
breaking,44
charge,44
fall,42
official,42
center,41
national,41
west,41
season,40
spring,38
group,37
star,37
child,35
america,33
charged,33
february,32
john,32
