term,count
black,149
share,143
album,141
people,137
right,135
time,134
video,124
school,122
court,116
house,109
open,101
santo,100
watch,100
back,98
george,93
king,93
trump,92
bill,86
week,85
city,81
health,81
police,81
republican,80
song,77
woman,76
january,75
life,73
need,73
american,72
game,70
death,66
review,65
million,64
down,63
report,61
star,61
tour,61
world,58
music,57
help,56
season,54
plan,49
biden,48
covid,47
high,44
social,43
work,41
award,40
change,40
center,39
student,39
reveal,37
return,34
supreme,34
love,33
release,33
street,33
history,32
martin,32
ukraine,32
park,30
worker,29
good,28
record,28
study,28
free,27
single,27
deal,26
photo,26
public,26
community,24
real,23
texa,23
white,23
artist,22
face,22
former,22
queen,22
