term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,140,0.14,140,0.14,1000
new,54,0.054,54,0.054,1000
world,47,0.047,46,0.046,1000
cup,39,0.039,39,0.039,1000
america,38,0.038,38,0.038,1000
court,37,0.037,37,0.037,1000
supreme,34,0.034,34,0.034,1000
american,23,0.023,23,0.023,1000
july,22,0.022,22,0.022,1000
house,21,0.021,21,0.021,1000
back,20,0.02,20,0.02,1000
iran,20,0.02,20,0.02,1000
people,20,0.02,20,0.02,1000
birthright,20,0.02,20,0.02,1000
black,19,0.019,19,0.019,1000
boston,19,0.019,18,0.018,1000
250th,18,0.018,18,0.018,1000
2026,18,0.018,18,0.018,1000
gop,17,0.017,17,0.017,1000
citizenship,17,0.017,17,0.017,1000
red,17,0.017,17,0.017,1000
vs,17,0.017,16,0.016,1000
report,16,0.016,16,0.016,1000
big,15,0.015,15,0.015,1000
heat,15,0.015,15,0.015,1000
scotus,14,0.014,14,0.014,1000
u.s.,14,0.014,14,0.014,1000
win,13,0.013,13,0.013,1000
white,13,0.013,13,0.013,1000
week,12,0.012,12,0.012,1000
former,12,0.012,12,0.012,1000
police,12,0.012,12,0.012,1000
women,11,0.011,11,0.011,1000
fourth,11,0.011,11,0.011,1000
bet,11,0.011,10,0.01,1000
center,11,0.011,10,0.01,1000
war,11,0.011,11,0.011,1000
city,11,0.011,11,0.011,1000
history,11,0.011,11,0.011,1000
250,11,0.011,11,0.011,1000
high,11,0.011,11,0.011,1000
ruling,11,0.011,11,0.011,1000
party,11,0.011,11,0.011,1000
deal,11,0.011,11,0.011,1000
taylor,11,0.011,11,0.011,1000
d.c.,10,0.01,9,0.009,1000
plan,10,0.01,10,0.01,1000
essence,10,0.01,10,0.01,1000
calls,10,0.01,10,0.01,1000
anniversary,10,0.01,10,0.01,1000
rights,10,0.01,9,0.009,1000
crisis,10,0.01,10,0.01,1000
federal,10,0.01,10,0.01,1000
sox,10,0.01,10,0.01,1000
maga,10,0.01,10,0.01,1000
hit,10,0.01,10,0.01,1000
ai,10,0.01,9,0.009,1000
wins,9,0.009,9,0.009,1000
fair,9,0.009,9,0.009,1000
round,9,0.009,9,0.009,1000
woman,9,0.009,9,0.009,1000
school,9,0.009,8,0.008,1000
family,9,0.009,8,0.008,1000
million,9,0.009,9,0.009,1000
nyc,9,0.009,9,0.009,1000
old,9,0.009,9,0.009,1000
man,9,0.009,9,0.009,1000
watch,9,0.009,9,0.009,1000
wave,9,0.009,9,0.009,1000
author,8,0.008,8,0.008,1000
music,8,0.008,8,0.008,1000
democrats,8,0.008,8,0.008,1000
season,8,0.008,8,0.008,1000
day,8,0.008,8,0.008,1000
sign,8,0.008,8,0.008,1000
weekend,8,0.008,8,0.008,1000
festival,8,0.008,8,0.008,1000
need,8,0.008,8,0.008,1000
help,8,0.008,8,0.008,1000
killed,8,0.008,8,0.008,1000
love,8,0.008,8,0.008,1000
nation,8,0.008,8,0.008,1000
political,8,0.008,8,0.008,1000
jr,8,0.008,8,0.008,1000
hot,8,0.008,8,0.008,1000
swift,8,0.008,8,0.008,1000
awards,8,0.008,8,0.008,1000
upholds,8,0.008,8,0.008,1000
free,8,0.008,8,0.008,1000
down,8,0.008,8,0.008,1000
mass,8,0.008,8,0.008,1000
talk,7,0.007,7,0.007,1000
james,7,0.007,7,0.007,1000
official,7,0.007,7,0.007,1000
dies,7,0.007,7,0.007,1000
venezuela,7,0.007,7,0.007,1000
fashion,7,0.007,7,0.007,1000
colorado,7,0.007,7,0.007,1000
album,7,0.007,7,0.007,1000
town,7,0.007,7,0.007,1000
