term,count
biden,661
hunter,363
county,258
trump,254
police,217
watch,205
american,202
city,199
house,186
titanic,176
school,148
video,147
deal,144
abortion,138
report,133
missing,129
back,128
shooting,121
time,117
photo,113
charge,105
dead,105
military,105
week,103
court,101
family,100
china,98
woman,96
fire,95
crash,94
june,94
life,90
west,87
right,85
people,83
submersible,83
arrested,82
claim,73
former,72
search,71
bill,68
plan,68
titan,68
group,66
death,65
world,65
found,64
kansa,64
desanti,63
ukraine,63
plea,62
pride,62
federal,61
storm,60
down,59
florida,59
judge,56
russia,56
health,55
high,55
biden',54
democrat,54
shot,52
juneteenth,51
republican,50
transgender,50
child,49
media,49
summer,49
help,48
killed,48
baby,47
attack,46
south,43
million,42
officer,42
president,42
white,42
women,42
america,41
north,41
student,41
official,40
suspect,40
water,40
support,39
face,38
company,37
john,37
power,37
whistleblower,37
breaking,36
