term,count
trump,270
school,208
back,156
september,156
time,151
open,145
student,142
black,141
city,129
video,123
people,119
week,112
house,105
right,95
police,93
biden,92
review,91
covid,86
report,84
help,81
power,74
american,73
fall,73
music,73
death,70
august,69
game,67
court,64
share,64
down,62
album,59
life,59
need,59
labor,58
weekend,58
county,57
plan,55
food,53
william,52
street,51
election,50
festival,49
high,49
world,49
book,48
return,46
abortion,45
serena,44
watch,43
west,40
good,39
republican,39
water,39
million,38
group,36
race,36
season,36
star,35
community,34
lgbtq,34
public,34
white,34
worker,34
climate,33
free,33
health,33
woman,32
family,31
song,31
texa,31
judge,28
live,28
louisville,28
museum,28
park,28
story,28
donald,27
photo,26
claim,25
national,25
ring,23
