term,count
march,191
bill,170
time,163
city,153
black,149
trump,149
people,141
week,129
oscar,128
school,125
right,122
student,118
women,117
plan,108
american,104
house,103
share,90
star,87
police,84
video,84
community,82
life,82
republican,82
history,81
need,81
back,80
game,79
health,68
biden,67
open,66
review,66
help,65
texa,61
world,61
photo,60
watch,59
talk,57
high,52
change,50
company,50
york,49
season,47
abortion,46
lgbtq,42
anti,40
bank,40
county,39
album,38
broadway,38
center,38
down,38
park,38
white,37
work,37
tucker,36
music,35
film,34
good,34
food,33
report,33
song,33
debut,32
worker,32
play,31
dead,30
death,30
council,29
award,28
return,28
social,28
face,27
future,27
media,27
rock,26
girl,25
woman,25
story,24
desanti,23
former,23
ukraine,23
