term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,95,0.095,94,0.094,1000
new,44,0.044,43,0.043,1000
watch,32,0.032,32,0.032,1000
man,30,0.03,30,0.03,1000
america,30,0.03,30,0.03,1000
former,25,0.025,25,0.025,1000
el,24,0.024,24,0.024,1000
white,23,0.023,22,0.022,1000
american,23,0.023,23,0.023,1000
report,22,0.022,22,0.022,1000
iran,22,0.022,22,0.022,1000
sayed,22,0.022,22,0.022,1000
video,22,0.022,22,0.022,1000
war,19,0.019,19,0.019,1000
left,19,0.019,19,0.019,1000
fauci,18,0.018,18,0.018,1000
house,17,0.017,17,0.017,1000
judge,17,0.017,17,0.017,1000
u.s.,17,0.017,17,0.017,1000
court,16,0.016,15,0.015,1000
back,16,0.016,16,0.016,1000
senate,16,0.016,16,0.016,1000
family,15,0.015,14,0.014,1000
democrats,15,0.015,15,0.015,1000
fraud,15,0.015,15,0.015,1000
reveals,15,0.015,15,0.015,1000
democrat,15,0.015,15,0.015,1000
police,15,0.015,15,0.015,1000
accused,15,0.015,15,0.015,1000
military,14,0.014,14,0.014,1000
order,14,0.014,14,0.014,1000
old,14,0.014,13,0.013,1000
biden,14,0.014,14,0.014,1000
dsa,14,0.014,14,0.014,1000
force,13,0.013,13,0.013,1000
wnba,13,0.013,13,0.013,1000
ai,13,0.013,13,0.013,1000
end,13,0.013,13,0.013,1000
world,13,0.013,12,0.012,1000
arrested,13,0.013,13,0.013,1000
life,13,0.013,12,0.012,1000
utah,13,0.013,12,0.012,1000
gop,13,0.013,13,0.013,1000
democratic,13,0.013,12,0.012,1000
announces,12,0.012,12,0.012,1000
women,12,0.012,12,0.012,1000
national,12,0.012,12,0.012,1000
spectator,12,0.012,12,0.012,1000
law,12,0.012,12,0.012,1000
star,12,0.012,12,0.012,1000
dead,12,0.012,12,0.012,1000
people,12,0.012,12,0.012,1000
record,12,0.012,11,0.011,1000
primary,12,0.012,12,0.012,1000
woke,12,0.012,12,0.012,1000
vaccine,12,0.012,12,0.012,1000
wisconsin,11,0.011,11,0.011,1000
doj,11,0.011,11,0.011,1000
killing,11,0.011,11,0.011,1000
death,11,0.011,10,0.01,1000
down,11,0.011,10,0.01,1000
ice,11,0.011,11,0.011,1000
calls,11,0.011,11,0.011,1000
leavitt,10,0.01,10,0.01,1000
israel,10,0.01,10,0.01,1000
coming,10,0.01,10,0.01,1000
city,10,0.01,10,0.01,1000
secret,10,0.01,10,0.01,1000
official,10,0.01,10,0.01,1000
woman,10,0.01,10,0.01,1000
charges,10,0.01,10,0.01,1000
covid,10,0.01,10,0.01,1000
mamdani,10,0.01,10,0.01,1000
hasan,10,0.01,10,0.01,1000
piker,10,0.01,10,0.01,1000
students,10,0.01,10,0.01,1000
emergency,10,0.01,10,0.01,1000
right,10,0.01,10,0.01,1000
time,10,0.01,10,0.01,1000
air,10,0.01,10,0.01,1000
media,10,0.01,10,0.01,1000
minnesota,10,0.01,9,0.009,1000
socialist,10,0.01,10,0.01,1000
karoline,9,0.009,9,0.009,1000
south,9,0.009,9,0.009,1000
alabama,9,0.009,8,0.008,1000
hong,9,0.009,9,0.009,1000
wife,9,0.009,9,0.009,1000
rep,9,0.009,9,0.009,1000
president,9,0.009,9,0.009,1000
charged,9,0.009,9,0.009,1000
ex,9,0.009,9,0.009,1000
splc,9,0.009,9,0.009,1000
supreme,9,0.009,9,0.009,1000
race,9,0.009,9,0.009,1000
school,9,0.009,9,0.009,1000
child,9,0.009,9,0.009,1000
2026,9,0.009,9,0.009,1000
fbi,9,0.009,9,0.009,1000
dem,9,0.009,9,0.009,1000
