term,count
trump,330
march,192
gaza,186
time,184
house,144
back,137
watch,125
star,122
ncaa,119
people,119
black,118
court,118
attack,112
game,106
police,106
israel,103
biden,100
tournament,99
spring,90
world,90
bill,88
right,88
down,81
election,81
school,81
former,79
woman,73
need,70
week,70
season,69
video,69
share,65
million,63
free,62
death,61
city,60
killed,57
live,57
film,56
plan,56
deal,54
help,54
report,54
claim,51
basketball,50
russia,50
fire,48
team,48
sery,47
kate,44
open,44
texa,43
history,42
student,42
health,40
israeli,40
american,38
judge,37
media,36
women,36
public,35
face,34
family,34
high,34
life,34
madness,34
donald,33
york,33
community,32
national,31
social,31
review,30
cancer,29
concert,28
north,28
official,28
republican,28
russian,28
change,26
oregon,26
