term,count
biden,441
police,299
county,287
school,255
trump,228
american,217
watch,196
death,193
florida,189
week,174
missing,173
city,171
video,171
found,170
carolina,165
game,164
report,164
strike,159
former,148
republican,148
killed,144
hunter,143
house,141
official,140
back,139
south,139
time,139
football,135
world,132
arrested,130
president,128
crash,127
woman,126
accused,113
abortion,105
million,105
ukraine,105
high,103
charged,102
north,101
help,99
deal,93
down,91
family,91
season,90
shooting,90
leader,85
charge,84
plan,84
texa,83
bill,79
people,79
player,79
military,77
brown,76
california,76
iran,76
fire,75
national,75
bear,73
continue,67
student,65
suspect,65
dead,63
released,63
brief,62
killing,61
park,61
free,59
claim,58
covid,58
return,58
worker,55
russell,54
court,53
girl,53
start,53
officer,52
star,52
fall,51
driver,50
russia,50
deputy,49
september,49
teen,49
change,47
injury,47
government,44
center,43
monday,43
senate,43
life,40
