term,count
trump,384
april,213
black,181
school,156
court,154
time,148
city,144
people,134
share,133
right,122
house,120
donald,117
music,116
star,114
bill,108
video,101
watch,95
back,93
week,93
student,89
indictment,87
health,83
life,83
restaurant,78
open,77
need,69
game,66
republican,66
texa,63
abortion,62
report,57
american,55
police,55
tran,55
denver,53
work,53
live,52
help,51
movie,51
plan,51
review,51
spring,51
york,51
song,50
story,50
photo,48
death,47
election,47
album,46
food,44
store,44
street,44
trump’,44
face,43
judge,43
love,43
return,43
book,41
former,41
community,40
climate,39
tennessee,39
trump',39
club,38
president,38
public,38
supreme,36
women,36
race,35
talk,34
down,33
high,33
protest,33
west,33
world,33
democrat,32
history,32
weekend,31
center,30
chicago,30
lawmaker,30
season,29
thoma,29
anti,28
biden,28
college,28
easter,28
