term,count
trump,319
super,262
bowl,261
grammy,214
black,205
biden,171
time,165
court,153
people,134
bill,129
election,124
city,122
album,117
right,115
school,110
back,109
february,103
israel,102
republican,99
gaza,97
star,97
share,96
world,95
history,94
watch,93
week,85
video,84
taylor,82
report,80
award,79
open,77
game,76
plan,76
american,75
house,69
border,65
music,62
family,57
health,57
donald,56
season,56
help,55
west,55
single,54
supreme,54
public,51
down,49
student,48
love,46
street,43
night,42
death,41
police,41
ballot,40
change,40
group,39
live,39
book,38
review,37
life,36
photo,36
good,35
need,35
president,35
month,33
swift,33
climate,32
deal,32
behind,31
former,31
israeli,30
celebrate,28
release,28
king,26
mike,26
chief,25
senate,25
study,25
major,24
vote,24
