term,count
trump,356
biden,192
june,191
black,182
election,152
school,134
right,131
time,131
gaza,130
video,126
summer,124
watch,124
share,121
city,113
people,105
game,104
open,104
back,102
court,100
down,96
star,96
israel,94
report,93
pride,90
american,88
album,87
week,84
former,81
police,81
health,76
house,74
life,74
plan,72
donald,71
world,69
trial,67
final,62
republican,61
return,60
bill,59
student,59
high,54
family,52
climate,51
help,49
review,48
song,48
season,47
israeli,45
woman,44
live,43
canadian,41
need,40
work,40
month,37
west,37
attack,36
history,36
media,35
music,35
white,35
photo,34
group,33
official,33
single,33
story,32
face,31
release,31
order,30
tour,30
book,29
free,29
judge,28
million,28
border,27
celebrate,27
charge,27
conviction,27
power,27
