term,count
memorial,283
trump,256
biden,173
storm,111
star,95
dead,92
county,86
national,82
city,70
north,65
trial,62
florida,59
police,56
bill,55
rafah,55
open,54
election,53
people,53
strike,53
israel,50
crash,46
killed,41
south,38
world,38
time,37
palestinian,35
military,34
video,34
summer,33
health,32
weekend,32
back,31
found,31
veteran,31
woman,31
face,29
california,27
flight,26
kill,26
money,25
american,23
weather,23
week,22
million,21
report,21
team,20
beach,18
judge,18
school,18
china,17
plan,17
season,17
walton,17
arrested,16
hush,16
least,16
arrest,15
attack,15
closing,15
fire,15
soldier,15
spain,15
local,13
official,13
warning,13
deadly,12
missing,12
month,12
president,12
severe,12
shooting,12
watch,12
down,11
family,11
french,11
host,11
