term,count
trump,940
harri,906
debate,671
kamala,478
school,337
bedroom,279
watch,276
county,240
police,224
week,216
biden,190
high,176
election,166
report,164
city,159
american,155
omaha,149
shooting,147
time,127
brief,126
house,124
presidential,122
fire,119
football,119
voter,115
threat,114
video,113
ohio,108
naturalnews.com,104
woman,103
abortion,99
court,99
down,99
north,93
claim,91
arrested,90
haitian,90
president,90
west,88
people,82
francine,79
game,77
photo,77
taylor,77
donald,72
live,71
plan,70
poll,66
post,66
death,64
swift,64
back,63
campaign,62
killed,62
september,62
media,61
democrat,60
vote,60
help,59
illegal,59
florida,58
student,58
family,57
policy,56
fall,55
attack,54
life,54
shot,54
south,53
colorado,52
million,52
ballot,49
face,49
sept,49
israel,48
charged,46
open,46
dead,45
moderator,43
nebraska,43
charge,42
official,41
suspect,41
york,41
carolina,40
found,39
service,39
rate,38
accused,37
health,35
warn,35
migrant,34
need,34
