term,term_count,term_ratio,doc_count,doc_ratio,sample_size
2023,307,0.0614,290,0.058,5000
new,282,0.0564,273,0.0546,5000
market,262,0.0524,230,0.046,5000
global,148,0.0296,148,0.0296,5000
billion,140,0.028,129,0.0258,5000
reach,103,0.0206,103,0.0206,5000
report,100,0.02,99,0.0198,5000
police,96,0.0192,96,0.0192,5000
announces,93,0.0186,93,0.0186,5000
day,91,0.0182,89,0.0178,5000
april,81,0.0162,77,0.0154,5000
shooting,77,0.0154,77,0.0154,5000
city,76,0.0152,75,0.015,5000
2030,74,0.0148,71,0.0142,5000
million,73,0.0146,71,0.0142,5000
cagr,73,0.0146,73,0.0146,5000
game,70,0.014,69,0.0138,5000
man,69,0.0138,68,0.0136,5000
usd,67,0.0134,57,0.0114,5000
county,64,0.0128,64,0.0128,5000
time,64,0.0128,64,0.0128,5000
forecast,62,0.0124,52,0.0104,5000
nfl,62,0.0124,61,0.0122,5000
draft,58,0.0116,56,0.0112,5000
house,57,0.0114,57,0.0114,5000
win,55,0.011,53,0.0106,5000
family,53,0.0106,52,0.0104,5000
back,52,0.0104,51,0.0102,5000
size,51,0.0102,51,0.0102,5000
set,51,0.0102,51,0.0102,5000
school,51,0.0102,51,0.0102,5000
old,51,0.0102,51,0.0102,5000
week,51,0.0102,51,0.0102,5000
world,50,0.01,50,0.01,5000
growth,50,0.01,49,0.0098,5000
u.s.,50,0.01,50,0.01,5000
chicago,49,0.0098,49,0.0098,5000
2022,48,0.0096,44,0.0088,5000
series,48,0.0096,48,0.0096,5000
china,48,0.0096,48,0.0096,5000
biden,48,0.0096,48,0.0096,5000
season,47,0.0094,47,0.0094,5000
long,47,0.0094,47,0.0094,5000
ai,46,0.0092,45,0.009,5000
quarter,46,0.0092,45,0.009,5000
vs,46,0.0092,46,0.0092,5000
live,46,0.0092,45,0.009,5000
help,45,0.009,45,0.009,5000
watch,45,0.009,45,0.009,5000
news,45,0.009,42,0.0084,5000
earth,44,0.0088,44,0.0088,5000
high,44,0.0088,43,0.0086,5000
former,44,0.0088,44,0.0088,5000
review,44,0.0088,44,0.0088,5000
health,43,0.0086,43,0.0086,5000
women,43,0.0086,41,0.0082,5000
spring,43,0.0086,43,0.0086,5000
national,42,0.0084,42,0.0084,5000
life,42,0.0084,42,0.0084,5000
american,42,0.0084,42,0.0084,5000
shot,42,0.0084,42,0.0084,5000
big,41,0.0082,38,0.0076,5000
north,41,0.0082,41,0.0082,5000
gop,41,0.0082,41,0.0082,5000
power,41,0.0082,39,0.0078,5000
results,40,0.008,40,0.008,5000
people,40,0.008,40,0.008,5000
group,40,0.008,37,0.0074,5000
court,40,0.008,40,0.008,5000
death,39,0.0078,39,0.0078,5000
black,39,0.0078,39,0.0078,5000
teen,39,0.0078,39,0.0078,5000
park,38,0.0076,37,0.0074,5000
financial,38,0.0076,37,0.0074,5000
end,38,0.0076,37,0.0074,5000
lead,38,0.0076,38,0.0076,5000
football,38,0.0076,35,0.007,5000
california,38,0.0076,38,0.0076,5000
charged,38,0.0076,38,0.0076,5000
data,37,0.0074,35,0.007,5000
star,37,0.0074,36,0.0072,5000
tax,37,0.0074,36,0.0072,5000
free,37,0.0074,37,0.0074,5000
florida,37,0.0074,37,0.0074,5000
business,36,0.0072,36,0.0072,5000
grow,36,0.0072,36,0.0072,5000
team,36,0.0072,36,0.0072,5000
dead,36,0.0072,36,0.0072,5000
so,36,0.0072,36,0.0072,5000
texas,36,0.0072,36,0.0072,5000
weekend,35,0.007,34,0.0068,5000
lawsuit,35,0.007,35,0.007,5000
class,35,0.007,34,0.0068,5000
ban,35,0.007,34,0.0068,5000
work,34,0.0068,33,0.0066,5000
trial,34,0.0068,34,0.0068,5000
board,33,0.0066,32,0.0064,5000
trump,33,0.0066,32,0.0064,5000
program,33,0.0066,31,0.0062,5000
war,33,0.0066,33,0.0066,5000
