term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,295,0.059,286,0.0572,5000
trump,255,0.051,253,0.0506,5000
2025,159,0.0318,159,0.0318,5000
wildfires,134,0.0268,134,0.0268,5000
fire,130,0.026,126,0.0252,5000
fires,104,0.0208,103,0.0206,5000
los,104,0.0208,104,0.0208,5000
angeles,102,0.0204,102,0.0204,5000
california,95,0.019,95,0.019,5000
man,85,0.017,84,0.0168,5000
la,85,0.017,85,0.017,5000
win,78,0.0156,78,0.0156,5000
carter,72,0.0144,71,0.0142,5000
u.s.,71,0.0142,71,0.0142,5000
back,70,0.014,68,0.0136,5000
l.a.,66,0.0132,66,0.0132,5000
golden,64,0.0128,63,0.0126,5000
watch,64,0.0128,64,0.0128,5000
game,64,0.0128,61,0.0122,5000
winter,62,0.0124,60,0.012,5000
season,61,0.0122,61,0.0122,5000
former,60,0.012,60,0.012,5000
time,60,0.012,60,0.012,5000
police,59,0.0118,57,0.0114,5000
day,57,0.0114,56,0.0112,5000
jimmy,57,0.0114,57,0.0114,5000
biden,57,0.0114,57,0.0114,5000
people,57,0.0114,57,0.0114,5000
down,57,0.0114,57,0.0114,5000
million,54,0.0108,54,0.0108,5000
free,54,0.0108,54,0.0108,5000
life,53,0.0106,53,0.0106,5000
2024,53,0.0106,53,0.0106,5000
world,52,0.0104,51,0.0102,5000
death,52,0.0104,52,0.0104,5000
news,51,0.0102,47,0.0094,5000
health,50,0.01,50,0.01,5000
set,48,0.0096,48,0.0096,5000
president,47,0.0094,47,0.0094,5000
report,47,0.0094,47,0.0094,5000
dies,46,0.0092,46,0.0092,5000
china,46,0.0092,45,0.009,5000
big,46,0.0092,45,0.009,5000
wildfire,46,0.0092,46,0.0092,5000
team,46,0.0092,45,0.009,5000
high,46,0.0092,44,0.0088,5000
court,46,0.0092,44,0.0088,5000
week,45,0.009,43,0.0086,5000
jan,45,0.009,44,0.0088,5000
right,45,0.009,45,0.009,5000
star,45,0.009,44,0.0088,5000
meta,44,0.0088,44,0.0088,5000
globes,44,0.0088,43,0.0086,5000
ap,44,0.0088,44,0.0088,5000
city,43,0.0086,42,0.0084,5000
north,43,0.0086,42,0.0084,5000
help,43,0.0086,42,0.0084,5000
ai,43,0.0086,43,0.0086,5000
open,42,0.0084,41,0.0082,5000
canada,42,0.0084,41,0.0082,5000
women,42,0.0084,42,0.0084,5000
january,41,0.0082,41,0.0082,5000
palisades,41,0.0082,41,0.0082,5000
deal,41,0.0082,39,0.0078,5000
power,40,0.008,39,0.0078,5000
live,40,0.008,39,0.0078,5000
southern,40,0.008,40,0.008,5000
old,39,0.0078,38,0.0076,5000
south,38,0.0076,38,0.0076,5000
snow,38,0.0076,38,0.0076,5000
trudeau,37,0.0074,37,0.0074,5000
donald,37,0.0074,37,0.0074,5000
homes,37,0.0074,37,0.0074,5000
return,37,0.0074,37,0.0074,5000
face,36,0.0072,36,0.0072,5000
nfl,36,0.0072,36,0.0072,5000
county,35,0.007,33,0.0066,5000
house,35,0.007,34,0.0068,5000
long,35,0.007,35,0.007,5000
est,35,0.007,35,0.007,5000
leader,34,0.0068,33,0.0066,5000
latest,34,0.0068,34,0.0068,5000
woman,34,0.0068,34,0.0068,5000
national,34,0.0068,34,0.0068,5000
school,33,0.0066,33,0.0066,5000
community,33,0.0066,33,0.0066,5000
musk,33,0.0066,33,0.0066,5000
vs,33,0.0066,33,0.0066,5000
election,33,0.0066,33,0.0066,5000
tiktok,33,0.0066,30,0.006,5000
sports,32,0.0064,32,0.0064,5000
tv,32,0.0064,32,0.0064,5000
data,32,0.0064,31,0.0062,5000
playoff,32,0.0064,32,0.0064,5000
washington,32,0.0064,32,0.0064,5000
basketball,32,0.0064,32,0.0064,5000
justin,31,0.0062,31,0.0062,5000
ces,31,0.0062,31,0.0062,5000
lawsuit,31,0.0062,31,0.0062,5000
hit,31,0.0062,31,0.0062,5000
