term,count
trump,538
biden,460
school,394
debate,357
county,322
police,264
watch,224
fire,204
maui,197
football,190
american,183
video,175
crash,172
city,171
heat,171
high,158
report,157
desanti,152
woman,152
arrested,148
back,148
shooting,145
people,137
week,135
killed,128
student,120
down,115
time,108
official,107
dead,104
house,104
republican,104
naturalnews.com,103
north,103
election,101
former,96
right,96
south,93
georgia,89
death,87
court,86
photo,84
season,83
fall,81
game,81
missing,79
covid,77
family,76
shot,76
donald,75
found,74
life,74
wildfire,74
florida,73
ukraine,71
west,69
world,68
suspect,63
host,61
president,58
chief,57
storm,57
arrest,56
open,55
candidate,54
claim,53
media,52
charge,50
presidential,49
abortion,48
help,48
ramaswamy,48
texa,47
white,47
plan,46
california,45
million,45
breaking,42
black,41
continue,41
need,41
change,39
border,38
record,38
colorado,37
america,36
road,36
team,36
plane,34
weekend,34
