term,count
biden,445
trump,358
county,255
school,237
house,200
watch,181
police,180
naturalnews.com,170
city,157
storm,157
high,152
iowa,139
weather,137
bill,131
down,130
report,123
winter,122
york,118
snow,114
american,113
death,110
israel,110
desanti,109
video,109
arrested,107
court,104
photo,104
week,104
time,103
hunter,94
people,94
white,93
fire,89
january,88
stock,88
game,87
woman,86
cold,79
west,79
kansa,78
basketball,76
election,75
president,75
border,74
plan,74
illegal,70
football,68
south,66
claim,65
help,64
colorado,61
florida,59
health,59
open,59
student,59
haley,58
national,58
back,57
texa,54
defense,53
former,52
judge,52
penn,52
season,52
houthi,51
wind,51
power,50
republican,49
road,49
strike,49
crash,48
found,48
jersey,47
record,46
team,46
campaign,45
life,44
military,44
biden',43
america,41
north,41
shooting,40
head,39
center,37
million,37
dead,36
democrat,36
family,36
following,36
drop,35
issue,34
austin,33
coach,33
hama,33
