term,count
trump,394
school,292
harri,253
election,152
season,150
open,147
back,143
shooting,139
time,139
people,136
september,119
week,118
high,107
student,103
campaign,99
right,96
police,95
star,91
city,87
game,85
share,79
black,78
american,76
death,75
time100,75
woman,72
israel,71
kamala,71
return,70
fall,69
gaza,69
watch,69
health,66
deal,64
fire,64
million,63
plan,63
court,60
help,59
house,59
killed,59
down,58
life,54
worker,53
bank,52
report,52
judge,51
work,51
debate,50
need,50
russian,49
georgia,43
west,42
biden,41
federal,40
philly,39
release,38
donald,37
paralympic,37
dead,36
israeli,34
power,34
reveal,34
shot,33
change,32
football,32
strike,32
family,31
story,31
world,31
expert,30
festival,29
official,29
photo,29
project,29
face,28
park,28
