term,count
trump,272
time,175
black,158
world,158
people,137
right,137
city,135
back,132
august,128
school,125
biden,122
video,104
american,93
judge,93
house,84
watch,80
help,79
week,74
star,73
down,69
music,66
court,65
health,65
death,63
festival,63
climate,59
book,55
report,55
white,55
donald,53
election,53
share,53
history,52
plan,52
street,52
national,51
power,51
life,50
woman,50
live,49
need,49
return,49
county,48
tour,48
review,47
game,45
season,45
million,44
change,43
police,43
wildfire,42
dead,39
republican,39
summer,39
abortion,38
photo,38
strike,38
student,38
former,36
open,36
worker,36
deal,34
food,33
lgbtq,33
community,32
free,32
good,32
record,32
tory,32
women,32
desanti,31
lanez,31
great,30
team,30
family,29
group,29
long,29
weekend,29
south,28
maui,27
