term,term_count,term_ratio,doc_count,doc_ratio,sample_size
trump,612,0.122,607,0.121,5000
ice,382,0.0764,375,0.075,5000
epstein,231,0.0462,225,0.045,5000
new,229,0.0458,225,0.045,5000
watch,228,0.0456,227,0.0454,5000
video,226,0.0452,224,0.0448,5000
super,145,0.029,144,0.0288,5000
guthrie,142,0.0284,141,0.0282,5000
bowl,134,0.0268,134,0.0268,5000
america,123,0.0246,122,0.0244,5000
anti,122,0.0244,118,0.0236,5000
house,119,0.0238,118,0.0236,5000
american,112,0.0224,112,0.0224,5000
democrats,107,0.0214,107,0.0214,5000
report,100,0.02,100,0.02,5000
bill,95,0.019,93,0.0186,5000
illegal,93,0.0186,93,0.0186,5000
nancy,92,0.0184,91,0.0182,5000
minnesota,89,0.0178,89,0.0178,5000
u.s.,85,0.017,83,0.0166,5000
iran,82,0.0164,82,0.0164,5000
day,81,0.0162,80,0.016,5000
down,79,0.0158,79,0.0158,5000
dhs,75,0.015,74,0.0148,5000
files,74,0.0148,74,0.0148,5000
dem,72,0.0144,71,0.0142,5000
democrat,72,0.0144,72,0.0144,5000
california,72,0.0144,71,0.0142,5000
news,71,0.0142,70,0.014,5000
federal,71,0.0142,71,0.0142,5000
police,71,0.0142,71,0.0142,5000
white,71,0.0142,71,0.0142,5000
media,71,0.0142,71,0.0142,5000
president,70,0.014,67,0.0134,5000
ai,69,0.0138,67,0.0134,5000
bad,67,0.0134,66,0.0132,5000
left,67,0.0134,67,0.0134,5000
fraud,66,0.0132,65,0.013,5000
judge,65,0.013,65,0.013,5000
man,64,0.0128,62,0.0124,5000
back,64,0.0128,63,0.0126,5000
school,64,0.0128,62,0.0124,5000
fbi,62,0.0124,62,0.0124,5000
agents,62,0.0124,62,0.0124,5000
war,61,0.0122,61,0.0122,5000
gop,60,0.012,60,0.012,5000
halftime,59,0.0118,59,0.0118,5000
2026,58,0.0116,58,0.0116,5000
post,58,0.0116,58,0.0116,5000
people,58,0.0116,57,0.0114,5000
worldnetdaily,57,0.0114,57,0.0114,5000
rep,57,0.0114,57,0.0114,5000
star,57,0.0114,57,0.0114,5000
calls,57,0.0114,57,0.0114,5000
china,56,0.0112,55,0.011,5000
olympics,55,0.011,55,0.011,5000
law,55,0.011,55,0.011,5000
court,55,0.011,53,0.0106,5000
big,53,0.0106,53,0.0106,5000
bunny,52,0.0104,52,0.0104,5000
former,52,0.0104,51,0.0102,5000
election,52,0.0104,52,0.0104,5000
major,51,0.0102,51,0.0102,5000
senate,51,0.0102,51,0.0102,5000
newsom,50,0.01,50,0.01,5000
end,50,0.01,49,0.0098,5000
olympic,49,0.0098,49,0.0098,5000
warns,49,0.0098,49,0.0098,5000
immigration,49,0.0098,48,0.0096,5000
world,48,0.0096,48,0.0096,5000
id,48,0.0096,48,0.0096,5000
save,48,0.0096,48,0.0096,5000
voter,47,0.0094,45,0.009,5000
mamdani,46,0.0092,46,0.0092,5000
dead,46,0.0092,46,0.0092,5000
administration,46,0.0092,45,0.009,5000
cnn,46,0.0092,46,0.0092,5000
winter,46,0.0092,45,0.009,5000
death,45,0.009,44,0.0088,5000
city,45,0.009,43,0.0086,5000
old,44,0.0088,43,0.0086,5000
dems,44,0.0088,44,0.0088,5000
million,44,0.0088,44,0.0088,5000
high,44,0.0088,44,0.0088,5000
savannah,44,0.0088,44,0.0088,5000
shooting,43,0.0086,43,0.0086,5000
arrested,43,0.0086,43,0.0086,5000
real,43,0.0086,43,0.0086,5000
win,43,0.0086,43,0.0086,5000
washington,43,0.0086,43,0.0086,5000
claims,43,0.0086,43,0.0086,5000
politics,43,0.0086,43,0.0086,5000
government,42,0.0084,42,0.0084,5000
nfl,42,0.0084,42,0.0084,5000
reveals,42,0.0084,42,0.0084,5000
minneapolis,41,0.0082,41,0.0082,5000
obama,41,0.0082,41,0.0082,5000
county,41,0.0082,41,0.0082,5000
stock,41,0.0082,41,0.0082,5000
breaking,41,0.0082,41,0.0082,5000
