term,count
biden,452
school,310
county,293
police,245
video,217
watch,213
bill,203
shooting,198
city,186
american,183
house,170
tucker,162
report,142
photo,135
texa,134
time,134
high,127
crash,125
woman,125
arrested,124
killed,123
trump,120
death,119
down,117
florida,113
white,108
fire,107
family,106
found,104
week,102
carlson,100
kansa,99
student,96
border,94
media,89
back,87
abortion,86
people,85
democrat,84
million,84
court,83
former,83
dead,78
suspect,77
open,76
help,73
national,72
desanti,71
colorado,68
sale,68
life,66
health,63
plan,63
claim,62
military,62
hunter,61
light,60
lawmaker,58
ukraine,58
bank,57
oklahoma,54
child,51
south,51
west,49
covid,47
republican,47
star,46
charged,44
coming,44
support,44
good,42
host,42
murder,42
china,41
shot,41
community,38
debt,37
senate,37
official,36
girl,35
need,35
woke,35
company,34
sign,34
world,34
business,33
chief,33
