term,count
holiday,217
world,194
trump,180
time,164
christma,159
people,148
black,131
city,127
school,118
house,113
covid,107
watch,106
right,98
death,94
twitter,94
season,90
police,88
week,85
back,82
game,80
video,79
biden,77
musk,77
report,77
life,76
plan,73
elon,72
open,70
american,69
court,69
share,67
student,66
free,65
health,61
december,60
family,60
help,60
white,58
tour,57
county,54
gift,54
million,52
release,52
election,50
down,46
live,46
former,44
return,44
power,43
public,42
winter,40
energy,38
lgbtq,38
reveal,37
album,35
book,34
music,34
work,34
high,33
worker,33
bill,31
republican,30
face,29
post,29
woman,29
group,28
song,28
congress,27
final,27
special,27
megan,26
need,26
ukraine,26
history,25
council,23
food,23
texa,23
anti,22
avatar,22
judge,22
protest,22
rule,22
