term,count
black,174
october,167
right,156
trump,148
city,142
court,139
people,138
week,136
school,133
time,125
back,104
live,102
review,101
west,97
hurricane,95
watch,93
biden,91
house,91
police,86
world,86
abortion,83
report,82
star,78
open,77
life,70
walker,69
american,68
election,67
county,66
women,66
return,65
herschel,63
ukraine,62
student,61
game,60
plan,59
supreme,59
health,56
season,53
white,53
need,51
video,51
water,51
family,50
high,50
kanye,50
republican,46
share,46
face,44
release,44
down,43
food,42
community,41
help,41
public,40
climate,39
crisi,38
love,38
national,38
story,38
candidate,37
covid,37
work,37
death,36
long,35
music,35
russian,35
history,34
nobel,34
woman,34
power,32
tour,32
judge,31
record,31
change,30
campaign,29
festival,29
federal,28
million,28
month,28
queen,28
prize,27
protest,27
russia,27
group,26
matter,26
book,25
