term,count
trump,502
harri,392
olympic,210
kamala,191
back,151
time,144
black,139
video,136
campaign,135
school,127
week,121
right,113
health,110
election,108
people,108
vance,105
donald,100
city,98
million,93
open,92
woman,92
august,84
star,84
walz,84
down,81
american,78
death,74
help,74
season,74
project,73
share,71
watch,71
police,68
gaza,64
fire,62
game,62
return,61
plan,59
attack,58
pari,57
report,57
women,51
world,51
elon,50
reveal,50
claim,49
israel,49
musk,49
former,47
family,46
face,45
russia,45
need,44
student,44
tour,43
live,42
talk,42
white,42
worker,41
summer,40
biden,39
president,37
life,36
public,34
team,34
care,33
change,33
market,33
release,33
community,32
love,32
judge,30
shooting,30
work,29
free,28
national,28
price,28
