term,count
trump,287
israel,166
gaza,158
black,154
january,137
time,137
city,127
school,127
court,125
video,123
share,122
biden,121
back,113
album,109
week,104
people,102
house,100
right,87
open,85
down,82
star,78
election,77
golden,76
watch,76
globe,73
need,65
help,64
plan,64
health,62
american,57
game,57
season,57
genocide,55
republican,55
police,54
strike,54
donald,53
million,53
south,52
woman,52
award,50
family,46
judge,46
world,46
student,44
song,43
york,43
live,42
report,42
care,41
life,40
county,38
work,38
bill,37
girl,36
iowa,36
night,36
book,35
major,35
movie,35
trial,35
good,33
claim,32
love,32
death,31
high,31
history,31
tour,30
housing,29
leader,29
review,29
college,28
fire,28
president,27
king,26
weekend,26
