term,count
biden,607
trump,470
county,245
police,228
court,182
naturalnews.com,176
house,166
city,158
watch,153
school,151
arrested,146
report,134
illegal,131
summer,129
video,129
american,127
biden',125
debate,124
fire,122
june,122
time,119
heat,117
back,116
shooting,114
crash,112
plan,111
million,106
help,99
down,98
media,95
people,95
supreme,95
photo,94
week,94
north,91
woman,90
high,89
election,87
york,87
white,84
west,83
bill,81
family,80
brief,74
biden’,72
democrat,72
need,72
attack,65
voter,63
campaign,60
america,59
juneteenth,58
life,58
open,57
former,56
black,55
border,55
israel,53
claim,52
fall,52
killed,52
game,51
social,50
record,49
dead,46
right,43
colorado,42
death,42
republican,42
suspect,42
poll,41
stock,41
warning,40
shot,38
good,37
federal,36
student,36
weather,36
judge,35
donald,34
fake,34
group,34
month,33
rule,33
california,32
girl,32
military,32
public,32
local,31
team,31
