term,count
biden,586
classified,363
county,277
house,264
document,262
school,248
police,226
city,189
covid,176
biden',165
found,156
american,155
video,155
republican,152
photo,147
bill,140
report,135
watch,132
death,128
time,128
back,125
trump,125
woman,125
arrested,117
border,113
basketball,103
week,102
stove,98
plan,97
student,94
killed,93
democrat,89
million,89
florida,88
former,88
high,88
abortion,82
kansa,82
fire,81
mccarthy,81
health,80
people,80
nebraska,79
shooting,78
biden’,75
crash,74
south,74
dead,73
court,68
suspect,67
vaccine,63
shot,60
january,59
office,58
west,58
down,56
change,55
center,54
government,53
family,52
game,51
football,50
open,50
girl,49
right,49
white,49
media,48
player,48
virginia,45
help,44
month,43
special,43
breaking,42
child,42
life,42
officer,42
national,41
fort,39
arrest,38
college,38
committee,36
president,36
continue,35
scandal,35
baby,34
fall,34
public,34
question,34
price,32
