term,count
biden,506
school,360
county,280
trump,262
football,240
police,223
watch,213
video,197
week,197
city,181
covid,179
american,171
game,166
high,162
back,158
naturalnews.com,151
house,137
season,127
photo,126
open,122
court,116
report,111
woman,107
down,106
dead,103
fire,102
colorado,101
time,100
shooting,95
president,91
texa,89
florida,88
death,85
former,85
people,85
fall,84
life,83
arrested,81
west,81
bill,80
student,80
north,78
crash,77
claim,76
democrat,75
mask,75
return,73
found,72
plan,72
right,72
help,69
military,69
million,68
desanti,62
election,62
charge,61
hurricane,60
ukraine,60
family,58
labor,58
nebraska,58
south,58
judge,57
media,57
illegal,55
poll,55
prison,55
federal,54
suspect,54
hunter,53
killed,50
need,48
vehicle,48
arrest,47
leader,47
iowa,43
national,43
abortion,42
republican,42
college,41
free,39
officer,39
california,38
face,38
health,38
sentenced,38
veteran,38
world,37
september,36
shot,36
chief,35
