term,term_count,term_ratio,doc_count,doc_ratio,sample_size
new,293,0.0586,284,0.0568,5000
israel,248,0.0496,245,0.049,5000
hamas,182,0.0364,182,0.0364,5000
gaza,180,0.036,178,0.0356,5000
man,148,0.0296,146,0.0292,5000
war,126,0.0252,126,0.0252,5000
shooting,103,0.0206,103,0.0206,5000
police,99,0.0198,99,0.0198,5000
maine,98,0.0196,98,0.0196,5000
county,93,0.0186,93,0.0186,5000
biden,92,0.0184,92,0.0184,5000
2023,89,0.0178,89,0.0178,5000
house,88,0.0176,87,0.0174,5000
week,88,0.0176,86,0.0172,5000
trump,87,0.0174,84,0.0168,5000
florida,86,0.0172,85,0.017,5000
vs,84,0.0168,84,0.0168,5000
family,83,0.0166,81,0.0162,5000
football,82,0.0164,82,0.0164,5000
big,81,0.0162,77,0.0154,5000
city,81,0.0162,81,0.0162,5000
school,81,0.0162,80,0.016,5000
woman,81,0.0162,81,0.0162,5000
season,80,0.016,80,0.016,5000
halloween,79,0.0158,79,0.0158,5000
old,76,0.0152,76,0.0152,5000
game,75,0.015,74,0.0148,5000
killed,73,0.0146,73,0.0146,5000
free,73,0.0146,72,0.0144,5000
mass,72,0.0144,71,0.0142,5000
down,72,0.0144,72,0.0144,5000
dead,71,0.0142,71,0.0142,5000
time,70,0.014,70,0.014,5000
star,67,0.0134,66,0.0132,5000
north,66,0.0132,64,0.0128,5000
watch,64,0.0128,64,0.0128,5000
attack,61,0.0122,61,0.0122,5000
found,61,0.0122,61,0.0122,5000
health,60,0.012,59,0.0118,5000
former,60,0.012,60,0.012,5000
back,60,0.012,58,0.0116,5000
live,60,0.012,60,0.012,5000
fans,59,0.0118,59,0.0118,5000
court,59,0.0118,59,0.0118,5000
oct,58,0.0116,51,0.0102,5000
nfl,58,0.0116,58,0.0116,5000
south,57,0.0114,57,0.0114,5000
help,57,0.0114,57,0.0114,5000
suspect,57,0.0114,57,0.0114,5000
high,56,0.0112,56,0.0112,5000
world,56,0.0112,56,0.0112,5000
day,55,0.011,52,0.0104,5000
life,53,0.0106,53,0.0106,5000
team,52,0.0104,50,0.01,5000
women,52,0.0104,52,0.0104,5000
hospital,52,0.0104,52,0.0104,5000
people,52,0.0104,52,0.0104,5000
death,51,0.0102,50,0.01,5000
california,50,0.01,50,0.01,5000
hit,50,0.01,50,0.01,5000
crash,49,0.0098,48,0.0096,5000
israeli,48,0.0096,47,0.0094,5000
dies,46,0.0092,46,0.0092,5000
trial,46,0.0092,46,0.0092,5000
military,45,0.009,45,0.009,5000
u.s.,45,0.009,44,0.0088,5000
speaker,45,0.009,45,0.009,5000
guilty,44,0.0088,44,0.0088,5000
naturalnews.com,44,0.0088,44,0.0088,5000
kids,44,0.0088,44,0.0088,5000
set,43,0.0086,43,0.0086,5000
win,43,0.0086,41,0.0082,5000
million,42,0.0084,42,0.0084,5000
girls,41,0.0082,41,0.0082,5000
group,41,0.0082,41,0.0082,5000
weekend,41,0.0082,41,0.0082,5000
charged,41,0.0082,41,0.0082,5000
china,41,0.0082,39,0.0078,5000
aid,40,0.008,39,0.0078,5000
inside,40,0.008,40,0.008,5000
report,39,0.0078,39,0.0078,5000
killing,39,0.0078,39,0.0078,5000
federal,39,0.0078,39,0.0078,5000
arrested,39,0.0078,39,0.0078,5000
strike,39,0.0078,39,0.0078,5000
soccer,39,0.0078,38,0.0076,5000
west,38,0.0076,37,0.0074,5000
carolina,38,0.0076,38,0.0076,5000
ex,37,0.0074,37,0.0074,5000
judge,37,0.0074,37,0.0074,5000
charges,37,0.0074,36,0.0072,5000
murder,37,0.0074,37,0.0074,5000
black,37,0.0074,37,0.0074,5000
taylor,36,0.0072,35,0.007,5000
reveals,36,0.0072,36,0.0072,5000
stream,36,0.0072,36,0.0072,5000
injured,35,0.007,35,0.007,5000
deal,35,0.007,35,0.007,5000
officials,35,0.007,35,0.007,5000
winter,35,0.007,35,0.007,5000
