term,count
trump,307
super,264
bowl,252
black,190
love,164
city,159
time,151
house,146
gaza,133
biden,132
people,129
election,118
israel,117
school,115
watch,111
right,105
share,102
february,101
back,97
open,94
york,93
court,86
album,81
american,79
history,79
world,77
million,73
republican,73
police,72
star,72
week,72
video,68
game,66
report,66
shooting,64
health,62
bill,60
death,54
family,53
music,50
donald,49
chief,48
student,48
national,46
plan,45
down,44
life,44
israeli,41
review,41
county,40
public,40
live,39
russia,39
single,39
photo,38
return,38
help,37
judge,37
taylor,36
west,36
president,35
white,35
killed,33
local,33
need,32
latest,29
long,29
ukraine,29
weekend,29
woman,29
film,28
fire,28
real,28
season,28
valentine',28
attack,27
dead,27
former,27
street,27
book,26
listen,26
bring,25
