term,count
hurricane,208
black,172
people,140
trump,134
time,133
right,131
week,131
city,128
school,127
september,114
october,102
video,101
open,100
student,100
plan,99
review,97
house,96
share,96
back,94
album,91
help,91
florida,88
world,81
fall,78
good,77
live,75
need,75
election,74
american,72
history,71
watch,71
star,70
health,63
community,62
life,60
police,60
climate,59
book,58
food,58
women,57
woman,56
family,51
report,51
love,49
ukraine,49
music,48
return,46
abortion,45
court,43
lgbtq,41
queen,41
county,39
death,39
play,35
million,34
york,34
tour,32
candidate,31
change,31
down,31
release,31
west,31
festival,30
reveal,29
company,28
single,28
work,28
national,27
service,27
texa,27
high,26
weekend,25
anti,24
face,24
game,24
republican,24
covid,23
power,23
russian,23
season,23
brooklyn,22
future,22
