term,count
trump,609
attack,384
orlean,379
biden,376
watch,220
bedroom,209
january,198
year’,185
police,179
president,172
county,167
vega,159
jimmy,158
speaker,152
cybertruck,151
johnson,151
dead,147
house,145
omaha,137
bowl,131
time,131
report,128
city,125
south,121
mike,119
year',119
fire,118
suspect,115
winter,114
basketball,113
explosion,109
killed,106
carter,104
naturalnews.com,104
crash,101
street,101
people,99
terror,99
injured,95
college,94
democrat,91
terrorist,91
down,89
back,87
brief,85
former,85
death,83
million,81
court,80
game,80
photo,79
musk,74
woman,73
week,70
arrested,67
open,67
presidential,67
trump’,66
american,65
weather,65
latest,64
shooting,63
video,63
stock,62
fall,61
official,61
start,61
school,57
storm,57
leader,55
medal,53
bourbon,52
media,52
security,52
family,51
hotel,51
award,50
return,50
change,49
driver,48
snow,48
judge,46
post,46
season,46
plan,45
vehicle,45
chief,43
high,43
world,43
life,42
record,42
found,41
breaking,38
