term,count
trump,280
israel,270
gaza,232
hama,164
holiday,152
time,146
black,138
court,137
people,136
climate,129
city,118
christma,115
house,115
palestinian,108
right,107
week,107
biden,106
family,102
back,100
santo,100
deal,98
student,98
watch,95
season,92
game,89
george,87
school,77
video,76
report,74
monday,73
police,69
israeli,65
book,63
life,62
plan,61
trial,61
woman,61
world,61
live,59
return,59
open,57
down,56
december,55
women,55
cop28,52
county,47
high,47
american,45
share,45
cyber,44
death,44
help,44
hostage,44
need,44
film,43
supreme,43
young,43
face,42
official,42
republican,42
award,41
album,40
fire,40
media,40
photo,40
work,39
former,38
change,37
million,37
claim,36
leader,36
center,35
reveal,35
music,33
desanti,32
release,32
truce,32
attack,31
meet,31
talk,31
support,30
york,30
