term,count
election,549
biden,364
trump,340
republican,307
county,297
democrat,297
veteran,274
midterm,254
senate,227
race,226
desanti,220
house,204
vote,201
voter,192
school,164
police,161
student,154
time,148
city,147
florida,137
down,135
twitter,132
american,130
musk,130
result,126
photo,125
crash,123
week,119
arizona,118
watch,116
video,106
ballot,97
fire,97
season,94
abortion,89
back,89
report,88
game,86
colorado,83
dead,79
governor,79
inflation,77
plan,74
need,72
woman,70
elon,68
official,64
covid,60
texa,60
high,59
america,56
football,55
million,55
lead,54
claim,51
seat,51
climate,50
life,50
right,50
help,49
victory,49
georgia,48
people,48
control,47
found,47
north,47
south,47
breaking,46
media,46
world,45
award,44
loan,44
arrested,43
open,43
ukraine,43
attack,42
west,42
killed,41
live,41
president,41
night,40
wave,38
billion,37
chief,37
face,37
federal,37
voting,37
host,35
leader,35
suspect,35
