term,count
july,629
biden,421
police,326
video,289
house,270
fourth,266
shooting,257
found,249
white,245
county,231
american,205
firework,195
woman,188
report,185
trump,172
fire,171
time,168
city,165
killed,164
people,163
cocaine,149
watch,145
dead,134
court,132
south,124
death,121
week,120
injured,119
down,118
crash,114
arrested,111
summer,106
independence,102
family,101
america,98
storm,98
florida,97
china,94
plan,93
carolina,92
claim,91
missing,85
star,85
park,83
record,80
shot,78
help,77
attack,75
media,74
photo,72
school,72
texa,72
twitter,71
hunter,69
ukraine,65
light,64
north,62
brief,61
supreme,60
back,59
student,59
former,57
world,56
right,55
freedom,54
naturalnews.com,54
desanti,52
open,51
suspect,51
teen,51
child,50
life,50
free,49
heat,49
action,47
kansa,47
mass,47
military,47
west,46
thread,45
high,44
celebrate,43
officer,43
judge,42
social,40
iowa,38
official,38
ruling,38
affirmative,37
game,37
million,37
water,37
