term,count
mccarthy,429
house,420
speaker,375
biden,314
police,269
county,234
damar,214
vote,186
school,185
bill,183
hamlin,178
city,177
watch,172
kevin,169
shooting,150
republican,149
time,145
arrested,141
suspect,141
fire,139
video,138
murder,135
report,132
american,126
game,124
million,122
covid,121
family,121
photo,120
border,119
trump,119
high,115
people,115
woman,112
arrest,111
back,111
week,103
idaho,102
killed,102
former,101
court,100
florida,97
death,95
student,91
basketball,90
down,89
kansa,89
crash,85
help,81
colorado,76
attack,66
dead,62
change,61
january,60
collapse,58
fight,57
life,57
white,57
abortion,56
player,55
ukraine,55
congress,54
south,53
twitter,53
snow,52
found,51
national,51
officer,51
virginia,48
breaking,46
desanti,45
football,45
west,45
continue,44
media,43
official,43
open,43
fall,42
accused,40
claim,40
start,40
health,39
live,39
record,39
right,39
update,39
plan,36
face,35
return,35
nebraska,34
democrat,33
