term,count
biden,429
trump,265
school,248
police,246
house,240
hama,230
county,221
christma,189
american,181
holiday,178
watch,158
debate,152
time,152
city,149
president,148
report,145
israel,139
naturalnews.com,135
shooting,130
fire,127
military,127
republican,127
attack,123
crash,123
video,121
arrested,117
killed,116
woman,116
football,107
student,107
down,105
family,102
hunter,101
week,101
bill,99
people,99
former,92
photo,90
high,89
dead,86
plan,86
desanti,85
help,84
open,84
million,82
back,81
life,80
suspect,79
college,76
anti,75
university,75
democrat,74
penn,71
ukraine,70
charge,67
abortion,65
force,65
charged,63
season,62
face,60
florida,56
north,56
congress,55
texa,55
claim,53
health,52
death,51
group,48
need,48
record,48
west,48
court,47
officer,47
white,47
border,46
colorado,46
game,45
right,45
accused,44
found,44
official,44
virginia,44
vote,44
leader,43
america,41
business,41
office,41
transfer,40
election,38
return,37
south,37
harbor,36
event,35
gaza,35
pearl,35
breaking,33
investigation,33
