term,count
christma,322
holiday,317
trump,256
report,158
house,146
time,143
world,139
watch,126
people,121
black,119
committee,119
winter,118
school,109
city,104
right,102
season,96
twitter,83
life,82
back,81
bill,78
police,77
plan,76
album,72
game,69
week,69
star,65
story,64
down,63
trial,60
january,59
court,57
public,56
ukraine,56
charge,55
storm,55
biden,54
covid,53
high,53
video,53
congress,52
help,52
county,51
need,49
health,47
photo,45
review,45
favorite,44
final,44
shooting,44
open,43
women,43
republican,41
return,41
million,40
share,40
former,38
megan,38
president,36
climate,35
dead,35
death,35
gift,35
party,35
worker,35
american,34
december,34
release,34
thee,33
election,31
food,31
found,31
power,31
musk,30
family,29
free,29
history,29
woman,29
hanukkah,27
federal,26
night,26
prison,26
